web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
"1632116699-7970","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","1099 Tax Forms (112)","https://www.officedepot.com/a/browse/1099-tax-forms/N=5+1120802/","ComplyRight™ 1099-PATR Tax Forms, 4-Part, Copy A, State, B, C, 1-Wide, Continuou..."
"1632116699-8031","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","1099 Tax Forms (112)","https://www.officedepot.com/a/browse/1099-tax-forms/N=5+1120802/","ComplyRight™ 1099-INT Tax Forms, 2-Up, Federal Copy A, Laser, 8-1/2"" x 11"", Pack..."
"1632116555-7898","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","Tax Form Envelopes (24)","https://www.officedepot.com/a/browse/tax-form-envelopes/N=5+1152134/","ComplyRight™ Double-Window Envelopes For W-2 (5210/5211) Tax Forms, Self-Seal, W..."
"1632116699-8021","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","1099 Tax Forms (112)","https://www.officedepot.com/a/browse/1099-tax-forms/N=5+1120802/","ComplyRight™ 1099-PATR Tax Forms, 3-Up, Recipient Copy B, Laser, 8-1/2"" x 11"", P..."
"1632116699-8073","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","1099 Tax Forms (112)","https://www.officedepot.com/a/browse/1099-tax-forms/N=5+1120802/","ComplyRight™ 1099-INT Tax Forms, 4-Part, 2-Up, Copies A/State/B/C, 9"" x 11"", Con...0.0 out of 5 stars."
"1632116555-7907","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","Tax Form Envelopes (24)","https://www.officedepot.com/a/browse/tax-form-envelopes/N=5+1152134/","ComplyRight™ Double-Window Envelopes For W-2 Laser And Continuous Tax Forms, Sel..."
"1632116634-7950","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","Additional Tax Forms (42)","https://www.officedepot.com/a/browse/additional-tax-forms/N=5+591094/","ComplyRight™ 3921 Tax Forms, 3-Up, Federal Copy A, Laser, 8-1/2"" x 11"", Pack Of ...0.0 out of 5 stars."
"1632116634-7925","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","Additional Tax Forms (42)","https://www.officedepot.com/a/browse/additional-tax-forms/N=5+591094/","ComplyRight™ 3921 Tax Forms, 3-Up, Copy D, Laser, 8-1/2"" x 11"", Pack Of 150 Form..."
"1632116699-8008","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","1099 Tax Forms (112)","https://www.officedepot.com/a/browse/1099-tax-forms/N=5+1120802/","ComplyRight™ 1099-MISC Tax Forms, 5-Part, 2-Up, Copies A/State/B/C/2, Continuous..."
"1632116555-7900","https://www.officedepot.com/a/browse/tax-forms/N=5+516227/?cm_sp=office_supplies-_-tax_forms_-_-marketing_tax-return-solutions-2020_main_3_2_0&promo_name=office_supplies&promo_id=office_supplies-tax-forms&promo_creative=tax_forms&promo_position=marketing_tax-return-solutions-2020_main_3_2_0","Tax Form Envelopes (24)","https://www.officedepot.com/a/browse/tax-form-envelopes/N=5+1152134/","ComplyRight™ Double-Window Envelopes For W-2 (5218) Tax Forms, Moisture-Seal, Wh..."
