web-scraper-order,web-scraper-start-url,name,price
"1634793717-9184","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Madison White One Drawer Wall Mount Nightstand","$529.00"
"1634793717-9802","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Montego White Oil And Black 1 Drawer Nightstand","$689.00"
"1634793717-9101","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Cypress Point Stevenson Open Nightstand","$949.00"
"1634793717-10125","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Rustic Patina Peppercorn Large Nightstand","$999.00"
"1634793717-9246","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Big Valley Heavy Distressing Brownstone Bedside Chest with Charging Station","$735.00"
"1634793717-9975","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Kona Grove Rustic Chocolate Nightstand","$665.00"
"1634793717-10178","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Toby Dark Teal Storage Drawer Nightstand","$255.00"
"1634793717-8595","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Porto Grey Right Nightstand","$805.00"
"1634793717-9298","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Harvest Home Chalkboard Bedside Chest","$720.00"
"1634793717-9342","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Sundance Rich Dynamic Brown 1 Drawer Nightstand","$779.00"
"1634793717-9400","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Lyla Black And Silver Cap Nightstand","$275.00"
"1634793717-10458","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","U099B356 Antique White 3 Drawer Nightstand","$589.00"
"1634793717-8599","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Horizons Graystone 2 Drawer Nightstand with Charging Station","$455.00"
"1634793717-10115","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Modern Farmhouse Buttermilk Small Nightstand","$880.00"
"1634793717-8519","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Woodwright Brown Wright Nightstand","$980.00"
"1634793717-9036","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Caracole Classic Charcoal Two Drawer Gold Ferrules Nightstand","$2080.00"
"1634793717-9913","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Marisol Fawn Drawer Nightstand","$635.00"
"1634793717-8678","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Hyndell Dark Brown Nightstand","$359.00"
"1634793717-8833","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","San Mateo Youth Gray 2 Drawer Nightstand","$315.00"
"1634793717-9122","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Bedford Park Brown and Gray Three Drawer Nightstand","$899.00"
"1634793717-8372","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Caitbrook Gray Two Drawer Nightstand","$189.00"
"1634793717-10159","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Ciao Bella Black Drawer Nightstand","$1229.00"
"1634793717-10203","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Demetria Metallic Gray Nightstand","$599.00"
"1634793717-9228","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Chatelet Cream Fretwork Nightstand","$1909.00"
"1634793717-9840","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Mixt Ash Grey Emery Nightstand","$759.00"
"1634793717-9808","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Natural Wood Nightstand","$369.00"
"1634793717-10212","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Catalonia Platinum Gold Nightstand","$520.00"
"1634793717-9411","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Lynncrest Rustic Beige Nightstand","$439.00"
"1634793717-10259","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Eunice Espresso Nightstand","$385.00"
"1634793717-10291","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Wellington Hall Java 1 Drawer Nightstand","$649.00"
"1634793717-9050","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Jamie Walnut Nightstand","$279.00"
"1634793717-9407","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Passage Light Oak Small Nightstand","$815.00"
"1634793717-8938","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Villa Valencia Bedside Chest with Mirror","$2398.00"
"1634793717-8539","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Highland Park Morel And Glazed Silver Loft Alvar Nightstand","$787.00"
"1634793717-9312","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Stonebrook Antique Gray Nightstand","$566.00"
"1634793717-8865","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Belham Dark Walnut And Black 2 Drawer Nightstand","$325.00"
"1634793717-9638","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Stella White Nightstand","$498.00"
"1634793717-9145","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Sevilla Walnut Nightstand","$365.00"
"1634793717-8544","https://colemanfurniture.com/bedroom-furniture/night-stands.htm","Avondale White Tamera Nightstand","$1399.00"
