web-scraper-order,web-scraper-start-url,nnn,ppp
"1635235994-34454","https://colemanfurniture.com/office/desks-hutches.htm","Boulder Brown And Graphite L Desk With File Cabinet","$2049.00"
"1635235994-35022","https://colemanfurniture.com/office/desks-hutches.htm","Madison County Vintage White Desk","$275.00"
"1635235994-33742","https://colemanfurniture.com/office/desks-hutches.htm","7546 Dark Taupe And Black 48"" Computer Desk","$205.00"
"1635235994-34777","https://colemanfurniture.com/office/desks-hutches.htm","7548 Brown And Black 48"" Computer Desk","$205.00"
"1635235994-34750","https://colemanfurniture.com/office/desks-hutches.htm","Rustic Shores Surfside Desk","$695.00"
"1635235994-34781","https://colemanfurniture.com/office/desks-hutches.htm","7629 Taupe And Black 60"" Computer Desk","$499.00"
"1635235994-35524","https://colemanfurniture.com/office/desks-hutches.htm","Connexion Antigua And Black 71"" 2 Piece L Shaped Adjustable Desk","$1325.00"
"1635235994-35249","https://colemanfurniture.com/office/desks-hutches.htm","Brocton Black Gaming Desk","$479.00"
"1635235994-33773","https://colemanfurniture.com/office/desks-hutches.htm","I3 Plus Bark Gray Desk with Metal Legs","$335.00"
"1635235994-34809","https://colemanfurniture.com/office/desks-hutches.htm","Alta Black Writing Desk","$309.00"
"1635235994-35502","https://colemanfurniture.com/office/desks-hutches.htm","Prestige White Chocolate and Antigua L-Desk with Electric Height Adjustable Table","$1325.00"
"1635235994-35084","https://colemanfurniture.com/office/desks-hutches.htm","7436 Black And Grey 60"" Computer Desk","$515.00"
"1635235994-33313","https://colemanfurniture.com/office/desks-hutches.htm","Juno Veneer Top Desk","$385.00"
"1635235994-35141","https://colemanfurniture.com/office/desks-hutches.htm","Pro-Biz 43"" White Simple Workstation","$939.00"
"1635235994-33566","https://colemanfurniture.com/office/desks-hutches.htm","Studio C Storm Gray 72"" Office Desk","$409.00"
"1635235994-33762","https://colemanfurniture.com/office/desks-hutches.htm","Melange Gold Palladium Writing Desk","$1079.00"
"1635235994-33517","https://colemanfurniture.com/office/desks-hutches.htm","Blanche White Desk","$355.00"
"1635235994-34597","https://colemanfurniture.com/office/desks-hutches.htm","Longboat Key Warm Sundrenched Pedestal Desk","$3979.00"
"1635235994-35344","https://colemanfurniture.com/office/desks-hutches.htm","Glavan Cappuccino Office Desk","$585.00"
"1635235994-33974","https://colemanfurniture.com/office/desks-hutches.htm","Coleman Cinder And Grey Mist Desk","$1224.00"
"1635235994-33520","https://colemanfurniture.com/office/desks-hutches.htm","Sausalito Whiskey Workstation","$965.00"
"1635235994-34476","https://colemanfurniture.com/office/desks-hutches.htm","7433 Black And Grey L Shaped Desk","$535.00"
"1635235994-35357","https://colemanfurniture.com/office/desks-hutches.htm","Medium Wood 7 Drawer Knee-Hole Bow Front Desk","$1599.00"
"1635235994-34498","https://colemanfurniture.com/office/desks-hutches.htm","Ronald Walnut High Desk","$169.00"
"1635235994-35277","https://colemanfurniture.com/office/desks-hutches.htm","Serendipity Alabaster Study Desk","$980.00"
"1635235994-35036","https://colemanfurniture.com/office/desks-hutches.htm","Slate Grey And Marble Desk","$1805.00"
"1635235994-35116","https://colemanfurniture.com/office/desks-hutches.htm","Typesetters Gray Executive Desk","$2799.00"
"1635235994-33874","https://colemanfurniture.com/office/desks-hutches.htm","Pro Vega White And Black 81"" L Shaped Adjustable Standing Desk With Credenza","$1665.00"
"1635235994-35433","https://colemanfurniture.com/office/desks-hutches.htm","West End Light Stain Writing Desk","$659.00"
"1635235994-34492","https://colemanfurniture.com/office/desks-hutches.htm","Greystone Pearl Gray Wire Brushed Chloe Writing Desk","$1849.00"
"1635235994-34424","https://colemanfurniture.com/office/desks-hutches.htm","Edgewater Driftwood Writing Desk","$549.00"
"1635235994-34422","https://colemanfurniture.com/office/desks-hutches.htm","Deep Grey 60"" Round Metal Legs Desk","$295.00"
"1635235994-33356","https://colemanfurniture.com/office/desks-hutches.htm","Hartford White Open L Shaped Desk","$1369.00"
"1635235994-33644","https://colemanfurniture.com/office/desks-hutches.htm","Xander Oyster Gray Foldable Desk","$185.00"
