web-scraper-order,web-scraper-start-url,nnn,ppp
"1635227990-18362","https://colemanfurniture.com/accents/etagere.htm","Dark Taupe Reclaimed-Look 72"" Corner Accent Etagere","$219.00"
"1635227990-18381","https://colemanfurniture.com/accents/etagere.htm","Scott Ash Gray 5 Tier Etagere","$455.00"
"1635227990-18399","https://colemanfurniture.com/accents/etagere.htm","Metal Designs Silver Leaf Ellipse Slim Etagere","$2079.00"
"1635227990-18279","https://colemanfurniture.com/accents/etagere.htm","Greeley Metal Etagere","$701.80"
"1635227990-18277","https://colemanfurniture.com/accents/etagere.htm","Marina Light Brown And Black Wood Etagere","$765.00"
"1635227990-18372","https://colemanfurniture.com/accents/etagere.htm","Asher Black Leaning 5 Tier Etagere","$265.00"
"1635227990-18483","https://colemanfurniture.com/accents/etagere.htm","Arden Gold Foil And Tempered Glass 6 Tier Etagere","$549.00"
"1635227990-18449","https://colemanfurniture.com/accents/etagere.htm","Metal Designs Gray Ellipse Slim Etagere","$1899.00"
"1635227990-18470","https://colemanfurniture.com/accents/etagere.htm","Love Joy Bliss Soft Gold Metal Windemere Etagere","$2025.00"
"1635227990-18374","https://colemanfurniture.com/accents/etagere.htm","Slater White 4 Tier Etagere","$425.00"
"1635227990-18370","https://colemanfurniture.com/accents/etagere.htm","White 72"" Corner Accent Etagere","$219.00"
"1635227990-18341","https://colemanfurniture.com/accents/etagere.htm","Modern Siltstone Gray Etagere","$2295.00"
"1635227990-18296","https://colemanfurniture.com/accents/etagere.htm","Joel Light Brown And Black 5 Tier Etagere","$365.00"
"1635227990-18276","https://colemanfurniture.com/accents/etagere.htm","Ebo Navy Blue Modern Coastal 4 Tier Etagere","$635.00"
"1635227990-18295","https://colemanfurniture.com/accents/etagere.htm","Albert Dark Teak 5 Tier Etagere","$269.00"
"1635227990-18278","https://colemanfurniture.com/accents/etagere.htm","Francis French Silver And Tempered Glass 5 Tier Etagere","$519.00"
"1635227990-18434","https://colemanfurniture.com/accents/etagere.htm","Brooklyn Gold And Tempered Glass 7 Tier Etagere","$559.00"
"1635227990-18383","https://colemanfurniture.com/accents/etagere.htm","Vail Natural Browns And Charcoal Etagere","$1065.00"
"1635227990-18333","https://colemanfurniture.com/accents/etagere.htm","Signature Designs Antiqued Silver Leaf Sashay Slim Etagere","$1979.00"
"1635227990-18281","https://colemanfurniture.com/accents/etagere.htm","Sutton House Dark Mink Etagere","$1227.50"
"1635227990-18472","https://colemanfurniture.com/accents/etagere.htm","Friedman Metal Etagere","$715.00"
"1635227990-18387","https://colemanfurniture.com/accents/etagere.htm","Addie Gold Leaf Etagere","$2649.00"
"1635227990-18445","https://colemanfurniture.com/accents/etagere.htm","North Side Shale Etagere","$1320.00"
"1635227990-18430","https://colemanfurniture.com/accents/etagere.htm","Honeycomb Renaissance Slim Etagere","$2229.00"
"1635227990-18442","https://colemanfurniture.com/accents/etagere.htm","Albert White 5 Tier Etagere","$269.00"
"1635227990-18267","https://colemanfurniture.com/accents/etagere.htm","White 34"" Corner Etagere","$155.00"
"1635227990-18471","https://colemanfurniture.com/accents/etagere.htm","Stratford Reclaimed Wood Etagere","$789.80"
"1635227990-18358","https://colemanfurniture.com/accents/etagere.htm","Mercury Gray 6 Cube Etagere","$2869.00"
"1635227990-18322","https://colemanfurniture.com/accents/etagere.htm","Francis French Silver And Tempered Glass 5 Tier Etagere","$519.00"
"1635227990-18299","https://colemanfurniture.com/accents/etagere.htm","Stockholm Loft Etagere","$599.00"
