web-scraper-order,web-scraper-start-url,brand,name,price
"1635780914-183","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco SG500X-48-K9-NA 48 Port Gigabit Switch","$1,149.00"
"1635780914-201","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco Small Business SG350X-48P-K9 Switch","$999.00"
"1635780910-181","https://www.abesofmaine.com/Store/Computers/Networking/?Page=3","LENOVO","Lenovo ThinkPad USB Type-C Dock Gen 2 (40AS0090US) + ZoomSpeed HDMI Cable (with Ethernet) + ZoomSpeed DisplayPort Cable + AOM Starter Bundle","$299.00"
"1635780910-179","https://www.abesofmaine.com/Store/Computers/Networking/?Page=3","ZOOM SPEED","ZoomSpeed Cat6E CAT 6E Ethernet Cable - 5 Foot - Fluke Tested","$19.99"
"1635780914-206","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco SG250-18 18-Port Gigabit Smart Switch","$229.00"
"1635780919-218","https://www.abesofmaine.com/Store/Computers/Networking/?Page=1","CISCO","Cisco SG200-50FP 50 Port Gigabit Smart Ethernet Switch","$699.00"
"1635780910-174","https://www.abesofmaine.com/Store/Computers/Networking/?Page=3","LENOVO","Lenovo ThinkPad Hybrid USB-C with USB-A Dock US (40AF0135US) with USB Type-A Adapter + ZoomSpeed HDMI Cable (with Ethernet) + AOM Starter Bundle","$299.00"
"1635780910-171","https://www.abesofmaine.com/Store/Computers/Networking/?Page=3","LENOVO","Lenovo 40AF0135US ThinkPad Hybrid USB-C with USB-A Dock US (40AF0135US)","$299.00"
"1635780919-224","https://www.abesofmaine.com/Store/Computers/Networking/?Page=1","CISCO","CISCO SYSTEMS 8 Port Ethernet Switch (SF110D08NA)","$39.00"
"1635780914-204","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco SG350X-48MP 48-Port Gigabit PoE Stackable Managed Switch","$1,399.00"
"1635780910-176","https://www.abesofmaine.com/Store/Computers/Networking/?Page=3","LENOVO","Lenovo 40ANY230US ThinkPad Thunderbolt 3 Workstation Dock Gen 2, Black","$389.00"
"1635780919-217","https://www.abesofmaine.com/Store/Computers/Networking/?Page=1","CISCO","CISCO SYSTEMS 24 Port Ethernet Switch (SF11024NA)","$49.00"
"1635780919-240","https://www.abesofmaine.com/Store/Computers/Networking/?Page=1","CISCO","Cisco SG200-26 Gigabit Ethernet Smart Switch with 24 10/100/1000 Ports and 2 Combo Mini-GBIC Ports (SLM2024T-NA)","$249.00"
"1635780914-196","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco SG250-50 50-Port Gigabit Smart Switch","$449.00"
"1635780910-170","https://www.abesofmaine.com/Store/Computers/Networking/?Page=3","CISCO","Cisco Small Business SG250-26P-K9 24-Port Gigabit Ethernet Switch","$489.00"
"1635780914-191","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco 10-Port Gigabit PoE Managed Switch (SG300-10MPP-K9-NA)","$299.00"
"1635780914-182","https://www.abesofmaine.com/Store/Computers/Networking/?Page=2","CISCO","Cisco MGBSX1 Gigabit SX Mini-GBIC SFP Transceiver","$79.00"
"1635780919-238","https://www.abesofmaine.com/Store/Computers/Networking/?Page=1","BARCO","Barco MatrixPRO-II 3G/HD/SD High-Speed 3G","$4,599.00"
