web-scraper-order,web-scraper-start-url,brand,name,price
"1635401935-1512","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=16","SIGMA","Sigma 24-35mm f/2 DG HSM Art Lens for Canon EF","$769.00"
"1635401961-1803","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=7","SIGMA","8-16mm F4.5-5.6 DC HSM For Nikon","$529.00"
"1635401944-1597","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=13","PENTAX","Pentax SMC DA Zoom Lens for Pentax KAF - 18mm-55mm - F/3.5-5.6","$190.00"
"1635401935-1519","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=16","SIGMA","Sigma 100-400mm f/5-6.3 DG OS HSM Contemporary Lens for Nikon F","$669.00"
"1635401938-1551","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=15","Canon","Canon EF Telephoto Zoom Lens for Canon EF - 200mm-400mm - F/4.0","$8,999.00"
"1635401953-1712","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=10","Sony","Sony 70-400mm f/4-5.6 G2 Telephoto Zoom Lens White","$2,199.00"
"1635401966-1838","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=5","SIGMA","Sigma 85mm f/1.4 DG HSM Art Lens for Canon EF (321954)","$1,099.00"
"1635401933-1495","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=17","Panasonic","Panasonic Lumix S PRO 70-200mm f/2.8 O.I.S. Lens","$2,549.00"
"1635401941-1589","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=14","SIGMA","Sigma 14mm f/1.8 ART DG HSM Lens (for Nikon Cameras)","$1,309.00"
"1635401977-1971","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=1","NIKON","Nikon AF-S NIKKOR 70-200mm f/2.8E FL ED VR Lens","$1,949.00"
"1635401950-1680","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=11","SIGMA","Sigma 30mm f/1.4 DC HSM Art Lens for Canon","$419.00"
"1635401944-1613","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=13","Canon","Canon 35mm f/1.4 L USM Wide Angle Lens","$1,189.00"
"1635401966-1862","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=5","SIGMA","Sigma 35mm f/1.4 DG HSM Art Lens for Nikon DSLR Cameras + AOM Starter Kit, Sigma Case, Hood, Ultraviolet Filter (UV) Polarizing Filter (CPL) Fluorescent Daylight Filter (FL-D)","$749.00"
"1635401935-1513","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=16","SIGMA","Sigma 24-35mm f/2 DG HSM Art Lens for Nikon F","$769.00"
"1635401961-1780","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=7","Sony","Sony Vario-Tessar T* FE 24-70mm f/4 ZA OSS Lens","$629.00"
"1635401935-1535","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=16","Canon","Canon 50mm f/2.8L Macro - Tilt-Shift DSLR Lens","$1,849.00"
"1635401974-1950","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=2","SIGMA","Sigma Art Wide-Angle Zoom Lens for Canon EF-S - 18mm-35mm - F/1.8","$649.00"
"1635401966-1850","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=5","Canon","Canon RF 85mm f/1.2L USM Lens","$2,649.00"
"1635401969-1871","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=4","Panasonic","Panasonic Lumix H-HSA12035 Zoom Lens for Micro 12mm-35mm - F/2.8","$689.00"
"1635401938-1552","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=15","Canon","Canon EF Telephoto Lens for Canon EF - 400mm - F/2.8","$8,996.00"
"1635401947-1626","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=12","TOKINA","Tokina AT-X 116 PRO DX-II 11-16mm f/2.8 Wide-Angle Lens for Canon","$369.00"
"1635401941-1574","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=14","Canon","Canon EF 16-35mm f/2.8L II USM Ultra-Wide Angle Zoom Lens","$1,329.00"
"1635401944-1599","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=13","NIKON","Nikon AF Fisheye-NIKKOR 16mm f/2.8D Lens","$719.00"
"1635401963-1827","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=6","NIKON","Nikon AF DX Fisheye-NIKKOR 10.5mm f/2.8G ED Lens","$665.00"
"1635401933-1503","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=17","SIGMA","Sigma 20mm F1.4 Art DG HSM for Sony E","$899.00"
"1635401955-1726","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=9","SIGMA","Sigma 4.5mm f/2.8 EX DC HSM Lens for Canon Digital","$795.00"
"1635401933-1491","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=17","Sony","Sony E 16-55mm f/2.8 G Lens","$1,096.00"
"1635401966-1841","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=5","SIGMA","Sigma Art Telephoto Zoom Lens for Canon EF-S - 50mm-100mm - F/1.8","$889.00"
"1635401938-1557","https://www.abesofmaine.com/Store/Photography/Camera_Lenses/?Page=15","ZEISS","Zeiss Batis 135mm f/2.8 Lens for Sony E Mount 2136-695","$1,729.00"
