web-scraper-order,web-scraper-start-url,brand,name,price
"1635484222-375","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-AC90A AVCCAM Handheld Camcorder","$1,545.00"
"1635484222-385","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Canon","Canon EOS C300 Cinema EOS Camcorder Body (EF Lens Mount)","$12,399.00"
"1635484222-398","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","Panasonic HC-X2000 UHD 4K 3G-SDI/HDMI Pro Camcorder with 24x Zoom","$1,997.00"
"1635484222-384","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-HPX250 P2 HD Handheld Camcorder","$3,699.00"
"1635484222-393","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Canon","Canon EOS C100 Cinema EOS Camera (Body Only)","$2,729.00"
"1635484222-383","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-AF100A Digital Cinema Camcorder","$2,349.00"
"1635484222-386","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-HPX255 P2 HD Handheld Camcorder","$4,449.00"
"1635484222-394","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Sony","Sony HXR-NX5R NXCAM Professional Camcorder with Built-In LED Light","$2,769.00"
"1635484222-389","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-AC7 Shoulder-Mount AVCHD Camcorder","$1,399.00"
"1635484222-390","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-AC130A AVCCAM HD Handheld Camcorder","$2,549.00"
"1635484222-379","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","JVC","JVC GY-HM850U ProHD Compact Shoulder Mount with Fujinon 20x Lens","$5,499.00"
"1635484222-381","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","JVC","GY-HM650 ProHD Mobile News Camera","$3,799.00"
"1635484222-397","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","Panasonic AG-CX10 4K Camcorder","$2,196.00"
"1635484222-396","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Sony","Sony FDR-AX53 4K Ultra HD Handycam Camcorder","$1,139.00"
"1635484222-376","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-AF105A Micro Four Thirds Camcorder - Black","$2,399.00"
"1635484222-387","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Sony","96GB HXR-NX30 Palm Size NXCAM HD Camcorder with Projector","$2,499.00"
"1635484222-380","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-HPX370 Series P2 HD Camcorder","$5,749.00"
"1635484222-382","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Canon","EOS C100 Cinema EOS Camera with Dual Pixel CMOS AF and 24-105mm f/4L Lens","$4,699.00"
"1635484222-377","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Sony","PMW-200 XDCAM HD422 Camcorder","$4,899.00"
"1635484222-399","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Sony","Sony FDR-AX700 4K Camcorder","$1,398.00"
"1635484222-392","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AJ-PX270 microP2 Handheld AVC-ULTRA HD Camcorder","$4,149.00"
"1635484222-388","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","AG-AC90 AVCCAM Handheld Camcorder","$1,459.00"
"1635484222-391","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","Panasonic AG-HMC80 3MOS AVCCAM HD Shoulder-Mount Camcorder","$1,497.00"
"1635484222-395","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Panasonic","Panasonic AG-CX350 4K Camcorder","$3,496.00"
"1635484222-378","https://www.abesofmaine.com/Store/Video/Pro_Camcorder/","Sony","PMW-300K1 XDCAM HD Camcorder","$6,999.00"
