product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description
https://www.turnermotorsport.com/p-16385-genuine-bmw-windshield-uv-sunshade-e92e93-325i328i330i335im3/,"Genuine BMW Windshield UV Sunshade - E92 E93 3 series, F32 4 Series
...",16385,82110415260,$57.46,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This foldable UV sunshade made to fit your E92, E93 3 Series or F32 4 series helps protect your BMW's interior from harmful UV rays, and helps to reduce interior heat build up all year long.The BMW sunshade features an insulating foam core that is sandwiched between highly reflective material to help limit heat build up.�Folds up for compact storage in its own bag.     2007-2012    328i 328xi 328i xDrive 335i 335is 335xi 335i xDrive M3 - Coupe  2007-2012    328i 335i M3 - Convertible  2013+   428i 428i xDrive 435i 435i xDrive - Coupe  2013+   428i Convertible 428i xDrive Convertible 435i Convertible - Convertible  2015+   M4"
https://www.turnermotorsport.com/p-16437-genuine-bmw-windshield-uv-sunshade-e60-f10-525i-528i-530i-535i-545i-550i-m5/,Genuine BMW Windshield UV Sunshade - E60 F10 5 series,16437,82110302993,$57.46,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This foldable UV sunshade made to fit your E60 5 Series helps protect your BMW's interior from harmful UV rays, and helps to reduce interior heat build up all year long.The BMW sunshade features an insulating foam core that is sandwiched between highly reflective material to help limit heat build up. Folds up for compact storage in its own bag.     2004-2010    525i 525xi 530i 530xi 528i 528xi 528i xDrive 535i 535xi 535i xDrive 545i 550i M5  2011+    528i 528i xDrive 535i 535i xDrive 550i 550i xDrive M5"
https://www.turnermotorsport.com/p-400958-techshade-na-bmw-3-series-1997-2003/,WeatherTech TechShade - E36 E39 E46,400958,TS0384,$58.95,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"TechShade® is a revolutionary new way to protect your vehicle's interior in every season. A Reflective film chases the sun away in summer. Then, the reverse side absorbs the heat for those cold winter months.  When not in use, the TechShade® is easily removed, rolled and secured with a Velcro® strap.  TechShade® is custom fit for each vehicle."
https://www.turnermotorsport.com/p-20483-82111470411-genuine-bmw-part/,"Genuine BMW Windshield UV Sunshade - E46 325i,328i,330i,M3
        ...",20483,82111470411,$57.46,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This foldable UV sunshade made to fit your E46 3 Series helps protect your BMW's interior from harmful UV rays, and helps to reduce interior heat build up all year long.The BMW sunshade features an insulating foam core that is sandwiched between highly reflective material to help limit heat build up. Folds up for compact storage in its own bag.     1999-2005    323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi M3"
https://www.turnermotorsport.com/p-84198-51167252055-genuine-bmw-part/,Genuine BMW Sun Visor - left,84198,51167252055,$110.13,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,Genuine BMW Sun Visor With Mirror Left - Beige    E90
https://www.turnermotorsport.com/p-16440-genuine-bmw-windshield-uv-sunshade-e70-x5-30si-48i-35i-x5m/,"Genuine BMW Windshield UV Sunshade - E70 X5 3.0si, 4.8i, 35i, X5M
 ...",16440,82110417983,$58.16,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This foldable UV sunshade made to fit your E70 X5 Series helps protect your BMW's interior from harmful UV rays, and helps to reduce interior heat build up all year long.The BMW sunshade features an insulating foam core that is sandwiched between highly reflective material to help limit heat build up. Folds up for compact storage in its own bag.     2007-2013    X5 3.0si X5 4.8i X5 xDrive30i X5 xDrive35d X5 xDrive35i X5 xDrive48i X5M"
https://www.turnermotorsport.com/p-168555-82111469896-genuine-bmw-part/,Genuine BMW Windshield UV Sunshade - E39 5 series,168555,82111469896,$58.16,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This foldable UV sunshade made to fit your E39 5 Series helps protect your BMW's interior from harmful UV rays, and helps to reduce interior heat build up all year long.The BMW sunshade features an insulating foam core that is sandwiched between highly reflective material to help limit heat build up. Folds up for compact storage in its own bag.     1997-2003    525i 528i 530i 540i M5"
https://www.turnermotorsport.com/p-175146-genuine-bmw-right-sun-visor/,Genuine BMW Sun Visor - Anthracite - Right,175146,51167313612,$115.91,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,This part has been superseded to BMW Part
https://www.turnermotorsport.com/p-84534-51167313611-genuine-bmw-part/,Genuine BMW Sun Visor - Anthracite - Left,84534,51167313611,$115.91,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,This part has been superseded to BMW Part
https://www.turnermotorsport.com/p-399238-techshade-na-bmw-5-series-2011-2016-f10-sedan/,WeatherTech TechShade® - F10,399238,TS0112,$58.95,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"TechShade® is a revolutionary new way to protect your vehicle's interior in every season. A Reflective film chases the sun away in summer. Then, the reverse side absorbs the heat for those cold winter months.  When not in use, the TechShade® is easily removed, rolled and secured with a Velcro® strap.  TechShade® is custom fit for each vehicle."
https://www.turnermotorsport.com/p-16439-genuine-bmw-windshield-uv-sunshade-e65-745ili-750ili-760ili/,"Genuine BMW Windshield UV Sunshade - E65 745i/li 750i/li 760i/li
  ...",16439,82110142774,$58.16,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This foldable UV sunshade made to fit your E65 7 Series helps protect your BMW's interior from harmful UV rays, and helps to reduce interior heat build up all year long.The BMW sunshade features an insulating foam core that is sandwiched between highly reflective material to help limit heat build up. Folds up for compact storage in its own bag.     2002-2008    745i 745li 750i 750li 760i 760li"
https://www.turnermotorsport.com/p-12390-convertible-wind-deflector-e88-128i-135i-135is-convertible/,"Convertible Wind Deflector - E88 128i, 135i, 135is Convertible
    ...",12390,54347269436,$554.82,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"This Genuine BMW windscreen for the E88 1 Series Convertible helps you to enjoy top down motoring without getting buffeted by deflecting wind turbulence to create a more pleasant driving experience.Reduced air movement within the cabin allows for more effective heating on those cooler days when your out enjoying the sun. This wind screen can be left in place with either the top up or down. The screen is a mesh material on a rigid frame for maximum strength. Or it can be folded and stored in the trunk when not in use. Note - when the windscreen is install, the rear passenger seats are inaccessible.      2008+    128i 135i 135is - Convertbile"
https://www.turnermotorsport.com/p-400266-techshade-na-bmw-3-series-1999-2006-convertible/,WeatherTech TechShade - E46 Convertible,400266,TS0641,$58.95,https://www.turnermotorsport.com/c-281-bmw-sunshades-windscreens#,"TechShade® is a revolutionary new way to protect your vehicle's interior in every season. A Reflective film chases the sun away in summer. Then, the reverse side absorbs the heat for those cold winter months.  When not in use, the TechShade® is easily removed, rolled and secured with a Velcro® strap.  TechShade® is custom fit for each vehicle."
