product-img-link href,cleanDesc,part-info,part-info 2,price,short-description
https://www.turnermotorsport.com/p-339006-turner-motorsport-poly-tow-strap-with-bolt-red-blue-black/,Turner Motorsport Poly Tow Strap With Bolt,339006,TMI9020TSI,$87.96,"Our polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud. There is plenty of length available for tow hooks to grab onto without hitting your bumper and damaging paint or causing cracks. The precision-cut stud is fits E30 (89+), E36, E46, E82, E90, E92, Z3, and Z4. We have further refined the shape and size of the bolt so that spoiler modifications are kept to a minimum. Note that on some models you may need to modify the bumper slightly for the best fit.   A tow strap is a better pickup point than a fixed steel ring, which will add weight and protrude past the bumper. Some racing series have banned the steel rings because they increase the likelihood of contact during close racing. Our straps are sold in bright red, bright blue, or black (red suggested for racing use as it makes it easy for tow truck operators and safety crews to spot). On some models, the strap may be tucked behind the bumper panel when not on track, which makes this perfect for dual-use track/street cars and full racecars alike. Priced per strap so order two for the front and rear.     1989-1991    318i 318is 325i 325is  2008-2012    128i 135i 1M Coupe  1992-1999    318i 318is 318ti 318ic 323is 323ic 325i 325is 325ic 328i 328is 328ic M3  1999-2006    323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi M3  2006-2011    325i 325xi 328i 328xi 328i xDrive 330i 330xi 335d 335i 335xi 335i xDrive M3 - Sedan  2006-2012    325xi 328i 328xi 328i xDrive - Wagon  2007-2013    328i 328xi 328i xDrive 335i 335is 335xi 335i xDrive M3 - Coupe  1997-2002    Z3 1.9 Z3 2.3 Z3 2.5i Z3 2.8 Z3 3.0i M Roadster M Coupe  2003-2008    Z4 2.5i Z4 3.0i Z4 3.0si Z4 M Roadster M Coupe  2009+    Z4 sDrive28i Z4 sDrive30i Z4 sDrive35i Z4 sDrive35is"
https://www.turnermotorsport.com/p-392527-turner-motorsport-75mm-poly-tow-strap-with-bolt-black/,Turner Motorsport 75mm Poly Tow Strap With Bolt - Black,392527,021461TMS01-04,$67.96,"This Polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud."
https://www.turnermotorsport.com/p-394707-turner-motorsport-poly-tow-strap-with-bolt-red-blue-black/,"Turner Motorsport Poly Tow Strap With Bolt - Red, Black - F10, F30, ...",394707,021461TMS,$93.46,"This Polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud. There is plenty of length available for tow hooks to grab onto without hitting your bumper and damaging paint or causing cracks. The precision-cut stud is fits all F- Chassis vehicles. We have further refined the shape and size of the bolt so that spoiler modifications are kept to a minimum. Note that on some models you may need to modify the bumper slightly for the best fit. Some models may also require removal of the bumper for easy installation. A tow strap is a better pickup point than a fixed steel ring, which will add weight and protrude past the bumper. Some racing series have banned the steel rings because they increase the likelihood of contact during close racing. Our straps are sold in bright red or black (red suggested for racing use as it makes it easy for tow truck operators and safety crews to spot). On some models, the strap may be tucked behind the bumper panel when not on track, which makes this perfect for dual-use track/street cars and full racecars alike. Priced per strap so order two for the front and rear. The 75mm bolt is commonly used with the M bumper designs and the 55mm bolt commonly used for the standard bumper due to the tow hook mounting thread distance behind the cover. The best practice is to measure the distance from the tow hook mounting threads to the outside of the bumper cover."
https://www.turnermotorsport.com/p-339020-e36-e46-e9x-racing-tow-hooks-front-rear/,"E36, E46 & E9X Racing Tow Hooks (Front & Rear)",339020,TMS972,$139.95,"E36 / E46 / E90 / E92 Racing Tow Hooks - collapsible, now mandated by BMW CCA Club Racing. Available in red and black. Folding design meets SCCA, CCA, NASA, and NABR and Grand AM (2007) tow hook regulations. Hook is made from 6061 T6 aluminum and is hard anodized. The inner diameter of ring is 2"". When in folded position, tow hook sits behind the furthest point of the bumper. Kit includes both front and rear tow hooks."
https://www.turnermotorsport.com/p-209-motorsport-tow-strap/,Motorsport Tow Strap,209,TOW,$39.95,"The lightest and simplest tow strap on the market! This is a factory BMW Motorsport part (BMW part number 51117749365), as used on many factory E46 racecars and our own E46 Touring Cars."
https://www.turnermotorsport.com/p-392525-turner-motorsport-75mm-poly-tow-strap-with-bolt-red/,Turner Motorsport 75mm Poly Tow Strap With Bolt - Red,392525,021461TMS01-05,$101.80,"This Polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud. There is plenty of length available for tow hooks to grab onto without hitting your bumper and damaging paint or causing cracks. The precision-cut stud is fits all F- Chassis vehicles. We have further refined the shape and size of the bolt so that spoiler modifications are kept to a minimum. Note that on some models you may need to modify the bumper slightly for the best fit."
https://www.turnermotorsport.com/p-1902848-afe-control-front-tow-hook-blue/,"AFe CONTROL Front Tow Hook - Blue - BMW F22/23 F87 2 Series, F3X F8X...",1902848,450-502001-L,$89.52,"Tow hooks are an essential and oftentimes required component to drive your BMW on a track. You never know when an accident or failure will strike and it's important that your BMW can be securely and safely be towed off the track. Add aggressive styling and useful functionality to your BMW with aFe Control’s front tow hook! Its sleek design not only looks great but is strong enough to safely winch your car onto a tow truck or get towed trackside if the need arises. CNC Machined Components: aFe's BMW-specific CNC machined stem and loop is made of 4130 steel. The stem is black zinc coated for corrosion resistance. The loop is then powder-coated in one of four available colors: Black, Red, Blue, and Gray Vehicle and Front/Rear Specific: This is not a universal tow hook. The stem was specifically designed for the BMW and the length was carefully determined to fit the front bumper. A proper rear tow hook to match is also available. (p/n 450-502002) Pre-Coated Threads: Both the stem and bolt threads are pre-coated with Vibra-tite threadlocker. This keeps your tow hook from loosening due to vibration. The special threadlocker is designed to remain flexible, removable, and reusable. Emissions Disclaimer: This product does not require a CARB EO#."
https://www.turnermotorsport.com/p-555043-turner-motorsport-55mm-poly-tow-strap-with-bolt-tri-color-stripe/,"Turner Motorsport 55mm Poly Tow Strap With Bolt -Tri-color Stripe
 ...",555043,021461TMS01-07,$89.21,"This Polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud. There is plenty of length available for tow hooks to grab onto without hitting your bumper and damaging paint or causing cracks. The precision-cut stud is fits all F- Chassis vehicles. We have further refined the shape and size of the bolt so that spoiler modifications are kept to a minimum. Note that on some models you may need to modify the bumper slightly for the best fit.A tow strap is a better pickup point than a fixed steel ring, which will add weight and protrude past the bumper. Some racing series have banned the steel rings because they increase the likelihood of contact during close racing.  On some models, the strap may be tucked behind the bumper panel when not on track, which makes this perfect for dual-use track/street cars and full racecars alike. Priced per strap so order two for the front and rear."
https://www.turnermotorsport.com/p-394694-bmw-motorsport-f22-f87-front-tow-strap/,"Genuine BMW Motorsport Front Tow Strap - Red - F87, F22",394694,721568416601,$56.58,
https://www.turnermotorsport.com/p-391501-turner-motorsport-55mm-poly-tow-strap-with-bolt-black/,Turner Motorsport 55mm Poly Tow Strap With Bolt - Black,391501,021461TMS01-01,$83.96,"This Polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud. There is plenty of length available for tow hooks to grab onto without hitting your bumper and damaging paint or causing cracks. The precision-cut stud is fits all F- Chassis vehicles. We have further refined the shape and size of the bolt so that spoiler modifications are kept to a minimum. Note that on some models you may need to modify the bumper slightly for the best fit.   A tow strap is a better pickup point than a fixed steel ring, which will add weight and protrude past the bumper. Some racing series have banned the steel rings because they increase the likelihood of contact during close racing.    On some models, the strap may be tucked behind the bumper panel when not on track, which makes this perfect for dual-use track/street cars and full racecars alike. Priced per strap so order two for the front and rear."
https://www.turnermotorsport.com/p-533855-track-fix-gopro-camera-holder/,Track Fix GoPro Camera Holder - Tow Hook Mount,533855,51952409093,$99.08,
https://www.turnermotorsport.com/p-1902858-afe-control-rear-tow-hook-blue/,"AFe CONTROL Rear Tow Hook - Blue - BMW F22/23 F87 2 Series, F3X F8X ...",1902858,450-502002-L,$89.52,"Tow hooks are an essential and oftentimes required component to drive your BMW on a track. You never know when an accident or failure will strike and it's important that your BMW can be securely and safely be towed off the track. Add aggressive styling and useful functionality to your BMW with aFe Control’s rear tow hook! Its sleek design not only looks great but is strong enough to safely winch your car onto a tow truck or get towed trackside if the need arises. CNC Machined Components: aFe's BMW-specific CNC machined stem and loop is made of 4130 steel. The stem is black zinc coated for corrosion resistance. The loop is then powder-coated in one of four available colors: Black, Red, Blue, and Gray Vehicle and Front/Rear Specific: This is not a universal tow hook. The stem was specifically designed for the BMW and the length was carefully determined to fit the rear bumper. A proper front tow hook to match is also available. (p/n 450-502001) Pre-Coated Threads: Both the stem and bolt threads are pre-coated with Vibra-tite threadlocker. This keeps your tow hook from loosening due to vibration. The special threadlocker is designed to remain flexible, removable, and reusable. Emissions Disclaimer: This product does not require a CARB EO#."
https://www.turnermotorsport.com/p-588660-cusco-folding-rear-tow-hook/,Cusco Folding Rear Tow Hook - A90 Supra,588660,1C2-017-R,$117.90,A high performance folding tow hook that is rated for track use.
https://www.turnermotorsport.com/p-390171-hard-motorsport-stw-front-tow-hook-bmw-e36-m3/,HARD Motorsport STW Front Tow Hook - BMW E36 M3,390171,TOWHOOK.E36M3,$79.00,"HARD Motorsport's tow hook is made from CNC Machine 6061 Aluminum, testing with a pull strength of up to 2 tons. It is powder coated red for both brightness and durability."
https://www.turnermotorsport.com/p-588659-cusco-folding-front-tow-hook/,Cusco Folding Front Tow Hook - A90 Supra,588659,1C2-017-F,$117.90,A high performance folding tow hook that is rated for track use.
https://www.turnermotorsport.com/p-23409-51128046676-genuine-bmw-part/,Genuine BMW Tow Hook Flap - E92 E93 M3,23409,51128046676,$27.40,"Genuine BMW Flap, Towing Eye, Primed - M    E92,E93"
https://www.turnermotorsport.com/p-302266-tms302266/,Genuine BMW M Performance Track Fix GoPro Camera Holder,302266,51952405467,$105.24,This Genuine BMW M Performance GoPro camera holder threads in like a tow hook and allows you to mount an action camera to the front bumper of your vehicle safely and securely.
https://www.turnermotorsport.com/p-22100-72151965186-genuine-bmw-part/,Genuine BMW Tow Hook,22100,72151965186,$22.57,Genuine BMW Towing Hinge -     E30
https://www.turnermotorsport.com/p-389803-ecs-ultimate-3-way-tow-hookno-holes-license-platecamera-mount/,"ECS Ultimate 3-Way Tow Hook/No Holes License Plate/Camera Mount
   ...",389803,001912C0102A,$210.56,Now your license plate bracket can double as a mount for your Go-Pro or similar camera system. Or a tow hook with the camera for track use. Running one or multiple combinations is easy since each piece is mounted to the existing tow hook receptacle behind the bumper. No modification is required! Each piece threads into the tow hook for easy install and removal. Metric Allen keys are included. ECS engineers were unimpressed with other plate and holder materials on the market so all pieces in their kit are made from stainless steel or 4140 alloy steel with a tough resilient coating (aluminum and plain sheet metal were found to deform after repeated use). Simulations show this plate mount to withstand speeds of up to 150mph!
https://www.turnermotorsport.com/p-555044-turner-motorsport-75mm-poly-tow-strap-with-bolt-tri-color-stripe/,"Turner Motorsport 75mm Poly Tow Strap With Bolt - Tri-Color Stripe
...",555044,021461TMS01-08,$93.46,"This Polyester tow strap is far and above the best tow strap available for the modern BMW chassis. We use a heavy-duty, chemical-resistant polyester strap webbed around a stainless steel stud. There is plenty of length available for tow hooks to grab onto without hitting your bumper and damaging paint or causing cracks. The precision-cut stud is fits all F- Chassis vehicles. We have further refined the shape and size of the bolt so that spoiler modifications are kept to a minimum. Note that on some models you may need to modify the bumper slightly for the best fit."
https://www.turnermotorsport.com/p-1902849-afe-control-front-tow-hook-red/,"AFe CONTROL Front Tow Hook - Red - BMW F22/23 F87 2 Series, F3X F8X ...",1902849,450-502001-R,$89.52,"Tow hooks are an essential and oftentimes required component to drive your BMW on a track. You never know when an accident or failure will strike and it's important that your BMW can be securely and safely be towed off the track. Add aggressive styling and useful functionality to your BMW with aFe Control’s front tow hook! Its sleek design not only looks great but is strong enough to safely winch your car onto a tow truck or get towed trackside if the need arises. CNC Machined Components: aFe's BMW-specific CNC machined stem and loop is made of 4130 steel. The stem is black zinc coated for corrosion resistance. The loop is then powder-coated in one of four available colors: Black, Red, Blue, and Gray Vehicle and Front/Rear Specific: This is not a universal tow hook. The stem was specifically designed for the BMW and the length was carefully determined to fit the front bumper. A proper rear tow hook to match is also available. (p/n 450-502002) Pre-Coated Threads: Both the stem and bolt threads are pre-coated with Vibra-tite threadlocker. This keeps your tow hook from loosening due to vibration. The special threadlocker is designed to remain flexible, removable, and reusable. Emissions Disclaimer: This product does not require a CARB EO#."
https://www.turnermotorsport.com/p-1902859-afe-control-rear-tow-hook-red/,"AFe CONTROL Rear Tow Hook - Red - BMW F22/23 F87 2 Series, F3X F8X 3...",1902859,450-502002-R,$89.52,"Tow hooks are an essential and oftentimes required component to drive your BMW on a track. You never know when an accident or failure will strike and it's important that your BMW can be securely and safely be towed off the track. Add aggressive styling and useful functionality to your BMW with aFe Control’s rear tow hook! Its sleek design not only looks great but is strong enough to safely winch your car onto a tow truck or get towed trackside if the need arises. CNC Machined Components: aFe's BMW-specific CNC machined stem and loop is made of 4130 steel. The stem is black zinc coated for corrosion resistance. The loop is then powder-coated in one of four available colors: Black, Red, Blue, and Gray Vehicle and Front/Rear Specific: This is not a universal tow hook. The stem was specifically designed for the BMW and the length was carefully determined to fit the rear bumper. A proper front tow hook to match is also available. (p/n 450-502001) Pre-Coated Threads: Both the stem and bolt threads are pre-coated with Vibra-tite threadlocker. This keeps your tow hook from loosening due to vibration. The special threadlocker is designed to remain flexible, removable, and reusable. Emissions Disclaimer: This product does not require a CARB EO#."
https://www.turnermotorsport.com/p-551862-towing-hinge/,Genuine MINI Bumper Tow Hook,551862,72157953893,$33.16,
https://www.turnermotorsport.com/p-577539-front-tie-down-brackets-e36/,Condor Speed Shop Front Tie Down Brackets - E36,577539,TOWHOOK36,$55.00,"Have you ever had your e36 towed or hot pulled at the race track only to find out after the fact that in attaching a tie down hook/tow strap to your control arm they managed to change your alignment or damage your brake lines? You can ensure that never happens again by using our front Tie Downs brackets on your e36. These unique hooks are bolted to the front crossmember mounts. Made from thick steel and powdercoated gloss red, they will outlast the life of your car! Kit includes 2 pieces."
https://www.turnermotorsport.com/p-577540-dtm-trailertow-tie-downs/,Condor Speed Shop DTM Trailer/Tow Tie Downs - 84-91 E30,577540,TOWHOOK,$25.00,"Have you ever had your BMW towed or hot pulled at the race track only to find out after the fact that in attaching a tie down hook to your control arm they managed to damage your brake lines or possibly worse? You can ensure that never happens again by using our DTM inspired Tow Hooks/Trailer Tie Downs. Theses unique D-shaped rings are mounted at the bottom of your shocks and held in place by the lower shock bolt. Made from thick steel and powdercoated gloss red, they will last the life of your car! Includes: 2 Rear DTM Trailer/Tow Tie Downs Fitment: 84-91 BMW E30"
https://www.turnermotorsport.com/p-390183-hard-motorsport-tow-hook-arrow-sticker/,HARD Motorsport Tow Hook Arrow Sticker,390183,HARD.TOWSTICKER,$7.00,Most track/race organizations require a sticker pointing out your tow hook. Hard Motorsport offers these to be purchased in addition to their tow hook mounts.
https://www.turnermotorsport.com/p-554647-rennline-race-hook-5/,Rennline Red Race Hook 5 - E38 E39 Z3 E46 non-M,554647,E0510,$89.95,
https://www.turnermotorsport.com/p-554648-rennline-race-hook-6/,Rennline Race Hook 6,554648,E0610,$89.95,
https://www.turnermotorsport.com/p-534178-mini-jcw-pro-track-fix-gopro-tow-mount-no-longer-available/,"MINI JCW PRO Track Fix GoPro Tow Mount - (NO LONGER AVAILABLE)
    ...",534178,51952405469,$112.03,
https://www.turnermotorsport.com/p-534179-mini-jcw-pro-track-fix-gopro-tow-mount/,Genuine MINI JCW PRO Track Fix GoPro Tow Mount,534179,51952409095,$88.28,
https://www.turnermotorsport.com/p-390417-ecs-tow-hook/,ECS Tow Hook With Extension,390417,001912C0102AKT9,$116.35,"The ECS tow hook is a perfect starting point for ECS tow mounted accessories or as a clean looking tow hook. In-house engineering designated this tow hook as the core that started it all when deciding the ""must have"" features when utilizing the factory tow hook location. The 4140 normalized steel gives their tow hook the strength needed to safely tow your car around and a black melonite coating to keep it aesthetically appealing."
https://www.turnermotorsport.com/p-390422-ecs-tow-shaft-with-camera-mount/,ECS Tow Shaft With Camera Mount,390422,001912C0102AKT11,$83.96,"The ECS tow shaft & camera mount kit is perfect for capturing the action in an aggressively entertaining view. ECS designed and engineering makes this a top quality product brought to you by fellow enthusiasts who understand the desire of these features. This understanding allowed them to design a camera mount that not only fits a standard tripod mount action camera, but also GoPro. The swivel mounted design allows for adjustment to get just the right camera angle, even the ability to mount on the side to get a view of the vehicle next to you. The best part is, by utilizing the factory tow hook mounting location it puts the action firmly right where you want it for the absolute best footage."
