product-img-link href,cleanDesc,part-info,part-info 2,price,short-description
https://www.turnermotorsport.com/p-556569-power-steering-pump/,OEM Bosch Power Steering Pump - E9X M3,556569,32412283002KT,$358.95,"This is an OEM Bosch power steering pump. If your pump is going out, your steering will be adversely affected, especially at lower speeds. Your steering will become stiff and give you less ease of control of the vehicle. Eventually the rest of the steering system will begin to be damaged due to a lack of fluid and pressure. Price includes $50 refundable core charge"
https://www.turnermotorsport.com/p-577574-power-steering-delete-aluminum/,Condor Speed Shop Aluminum Power-Steering Delete - E30 E36 E46 E9X Z...,577574,PSDUALU,$45.00,"Condor was the first to bring the power steering delete to the market. Don't settle for reproductions. A simple yet effective way to remove your power steering and loop the steering rack, allowing fluid and air to continually circulate within. their popular power-steering delete is machined from a solid block of aluminum. If you've already removed your power steering, this is a great way to stop any unwanted leaks from the ""hose mod"". The reason you need a power-steering delete that actually loops the two banjo bolts is to not only to let any residual fluid pass from one side of the rack to the other but also to let the air inside flow freely from one side to the other. Without this pass-through, you will be compressing the air inside of your rack on each side when you turn the wheel, making it harder to steer, and eventually blowing out the seals. Condor's deletes work better because they have two passages allowing the fluid/air to flow freely. Installation is simple. You will need to remove the stock reservoir, power steering pump, and all hoses. Keep the stock banjo bolts and use our new washers to bolt it into place. Pros: Tighter more responsive steering. Better road feel/feedback Cons: Harder steering at speeds below 15mph Includes: Aluminum Power steering Delete 4 new washers Works with: 6/1986-1991 E30 BMW 325e 325es 325i 325ic 325is 325ix M3 1990-1991 E30 BMW 318i 318is 318ic 1992-1998 E36 BMW 318i 318is 318ti 318ic 323is 323ic 325i 325is 325ic 328i M3 1997-2002 Z3 BMW Z3 1.9 Z3 2.3 Z3 2.5i Z3 2.8 Z3 3.0i M Roadster M Roadster 1997 - 2006 E46 BMW 316i 318i 318ci 320i 320ci 323i 323ci 325i 325ci 328i 328ci 330i 330ci M3 2004 - 2013 E90/E91/E92/E93 BMW 316i 318i 320i 320si 323i 325i 328i 330i 335i 335is M3 2006 - 2008 Z4 BMW M Roadster only"
https://www.turnermotorsport.com/p-599642-power-steering-pump-lf-20/,Power Steering Pump - LF-20,599642,32416760036,$265.95,
https://www.turnermotorsport.com/p-638112-power-steering-pump-lf-30/,Power Steering Pump (LF-30),638112,32416753274,$373.89,
https://www.turnermotorsport.com/p-596828-power-steering-pump/,Power Steering Pump,596828,32412282951,$441.66,"If your steering is starting to feel a bit rough, you notice metal flakes in the power steering fluid, or you hear an annoying noise from the pump, your power steering pump may be going out. This pump keeps the power steering fluid moving throughout the system to give you the smooth steering you feel while driving. If your pump is starting to fail, or already has, replace your power steering pump to restore the smooth steering you felt when you first bought your vehicle."
https://www.turnermotorsport.com/p-57988-32411264642-genuine-bmw-part/,Genuine BMW Mounting bracket - 528e E30 325e 325ix 325i,57988,32411264642,$111.89,Genuine BMW Supporting Bracket -     E30
https://www.turnermotorsport.com/p-58584-32427838220-genuine-bmw-part/,Genuine BMW Power Steering Pulley - E60 M5 E63 M6 E64 M6,58584,32427838220,$51.13,"Genuine BMW Pulley    E60 M5,E63 M6,E63,E90,E92,E93"
https://www.turnermotorsport.com/p-377863-power-steering-pump-lf-30/,Vaico New Power Steering Pump - LF-30 - E36 E46,377863,32416756582,$183.85,"If your power steering pump has gone out, the steering will be extremely stiff. Replace your faulty pump with this new Vaico power steering pump to restore easy steering and vehicle control."
https://www.turnermotorsport.com/p-596822-power-steering-pump/,Power Steering Pump,596822,32411092432,$419.95,"Ditch your failed power steering pump in favor of this new unit, and enjoying the power steering you've been missing."
https://www.turnermotorsport.com/p-556503-power-steering-pump/,OEM Bosch Power Steering Pump - E46 Z3 S54,556503,32412229679BOSKT,$368.96,Price includes $60 refundable core charge
