product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description,starting-at
https://www.turnermotorsport.com/p-588375-f87-m2-catch-can-kit/,F87 M2 Catch Can Kit,588375,028146TMS09KT,$264.56,https://www.turnermotorsport.com/c-218-bmw-performance-packages#,Trap harmful oil vapors and keep your intake valves clean!,
https://www.turnermotorsport.com/p-637354-performance-air-to-water-intercooler-power-pack/,Mishimoto Performance Air-to-Water Intercooler Power Pack - F8X M2 M...,637354,MMB-F80-PP,"$2,101.95",https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"BMW has a knack for maintaining its stake as the benchmark when it comes to performance luxury vehicles, with the F8X generation being no exception. The S55 that powers the 2015–2020 BMW F8X M3, M4, and M2 Competition is dripping with technology, which includes an air-to-water intercooling system as a means of keeping cool. Where BMW’s intercooling system design was enough to help bring this generation of mid-sized M’s to their peak, we here at Mishimoto found some weaknesses that we felt obliged to address, with a power bundle consisting of our full Performance Intercooler Product suite.",
https://www.turnermotorsport.com/p-340153-e36-325iis-95-stage-1-turner-motorsport-performance-package/,"E36 325i/is 95 Stage 1 Turner Motorsport Performance Package
      ...",340153,TMS2844,$583.16,https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"Peak Power Gain:    Rev limit:    Octane:    or higher   Our Stage 1 kit featuring a cold-air intake kit and performance software. The aFe intake is made with heat-blocking materials, reducing underhood temperatures and not contributing to heat soak of the air filter. aFE uses an oiled cotton air filter for maximum air flow and excellent filtration. The kit is supplied complete with heat shield, intake tube, sealing materials, hardware, and install instructions.   Our TMS Performance Chips were also developed by Jim Conforti. The chip is the safest and easiest way to get big power from your engine. Our chips require premium fuel (91 or higher) and allow us to alter the settings on the engine management. Because we can be more aggressive in our tuning, we can get a lot of horsepower for very little money.   Both of these items are packaged and work together. They provide a solid performance boost with a low upfront cost. For an excellent 'bang for the buck' upgrade, the software and intake are a great choice (TMS Underdrive Pulleys would also be on that list).   Related Upgrades: We are often asked what would complement our software and intake packages. Within any Stage, we recommend our Underdrive Power Pulley Kits and a cat-back exhaust. The Power Pulley Kit will under-drive the alternator, water pump, and power steering pump. Under-driving means each component is moving slower which requires less power. The saved horsepower is put back to the engine where it transfers to power at the wheels. Power gains are typically 10 horsepower at the wheels.   We also recommend upgrading the cat-back muffler for slightly more performance, lighter weight, and a more-aggressive sound. Our favorite E36 M3 mufflers are the Supersprint, Borla, or Corsa exhausts. The Supersprint is the quietest and most like stock while the Corsa is the most aggressive (Borla being in the middle). You can expect a gain of 5whp with any of these exhausts.      aFe Cold Air Intake (oiled cotton filter, heat shield, intake tube)  TMS Performance Chip (we need your car's production date, choose from below)     1995 E36 325i, 325is, 325ic",Starting at
https://www.turnermotorsport.com/p-586777-turner-motorsport-e46-m3-power-pack-stage-1/,Turner Motorsport E46 M3 Power Pack - Stage 1,586777,E46M3PP1,$809.20,https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"The E46 M3 was one of the most versatile cars ever produced. Want a car that handles well, is comfortable, and is perfect for driving down twisting roads on the weekend? E46 M3. Or how about something you can take to weekend track days and enjoy without any major modifications? E46 M3. Maybe you want to go full race car? E46 M3! The reliability, power, and handling characteristics made this car a legend that is still highly sought after, not to mention how amazing this car looks. Whatever your needs may be, we have a number of Turner Power Packs designed to start building the M3 of your dreams. We offer everything from Stage 1 to Stage 4+, and even a Track Inspired Power Pack designed for the ultimate in performance needs! This stage 1 kit offers the following upgrades: aFe Performance Intake Kit Pro5r - Increase airflow volume to increase performance at all RPMs Shark Injector Performance Software - Tune your car for optimal performance, perfectly paired with any and all modifications",Starting at
https://www.turnermotorsport.com/p-11708-bmw-performance-power-kit-e9x-335i-335xi-e82-135i-with-n55-engine/,"BMW M Performance Power Kit Software with Badge - E9x 335i/335xi, E8...",11708,11122219489,$558.81,https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"Looking for more power from your N55 equipped 335i or 135i? This BMW Performance Software Upgrade provides a 20hp gain while retaining the factory warranty. With sporty performance, outstanding driving dynamics and innovative technology, the Power Kit maintains all of BMW's key attributes but allows you to put a personal touch on your BMW. The Performance-Optimized Engine Software provided by the Power Kit increases torque to 332 lb-ft (automatic transmissions) or 317 lb-ft (manual transmissions) available from just 1,500 rpm. Power output is increased by 20 horsepower, from 300hp to 320hp. This results in faster acceleration from 0 to 60 mph (0.2 seconds faster than the standard model) and from 50 mph to 75 mph (0.5 seconds faster than the standard model). Even with this increased power, the fuel consumption and emissions ratings remain the same as they were with the standard model. The Power Kit also adds a very sporty exhaust burbling noise during engine overrun conditions. BMW Power Kits are the only form of ""tuning kits"" approved and covered under the BMW of North America limited warranty. Power Kits are designed and tested by BMW engineers to provide the highest power increase without sacrificing reliability.      Kit includes a red envelope containing a release code certificate that includes the key numbers required to install the Power Kit software at your local BMW dealership, along w/ BMW Peformance Power Kit label.        2011+    135i  2011-2012    335i 335xi 335i xDrive - Sedan  2011-2013    335i 335xi 335i xDrive - Coupe  2011-2013    335i - Convertible",
https://www.turnermotorsport.com/p-400445-power-and-sound-kit/,"BMW M Performance Power and Sound Kit - F3X B58 340i/ix 440i/ix
   ...",400445,11122444531,"$2,779.72",https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"BMW offers their M Performance retrofit kit for your 340i/i xDrive & 440i/i xDrive for increased power and a more aggressive sounding and free flowing exhaust! This system directly from BMW is perfect for those looking for more power and an aggressive exhaust note without voiding the warranty! Upon installation, an immediate improvement is noticed, especially in the low to mid range powerband. The kit increases your vehicle’s power by 35 hp to 355hp and 39 lb-ft of torque to 369 lb-ft (355 lb-ft for manual transmission vehicles).The BMW M Performance Power kit now comes bundled with a higher flowing, valve controlled exhaust for maximum performance and exhilaration! The BMW M Performance Power Kit features engine tuning software and an electronically controlled valve exhaust system that is actuated in Sport/Sport+ modes via the driving experience control button.",
https://www.turnermotorsport.com/p-546125-power-and-sound-kit/,BMW M Performance Power and Sound Kit - G30 540i/ix,546125,11122444214,"$2,349.87",https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"BMW offers their M Performance retrofit kit for your 540i/i xDrive for increased power and a more aggressive sounding and free flowing exhaust! This system directly from BMW is perfect for those looking for more power and an aggressive exhaust note without voiding the warranty! Upon installation, an immediate improvement is noticed, especially in the low to mid range powerband.",
https://www.turnermotorsport.com/p-394628-turner-s65-performance-package-stage-1/,Turner E90/E92/E93 M3 S65 Performance Package - Stage 1,394628,E9XMS65PPSTG1,$999.72,https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"Turner's Stage 1 performance package for E90, E92, E93 M3 delivers a one-two punch with the easiest no-downside upgrades for the S65: Turner Stage 1 Performance Software and Power Pulley.",Starting at
https://www.turnermotorsport.com/p-585185-n55-power-pack-stage-2-f2223-f3x-n55/,N55 Power Pack Stage 2 - F22/23 F3X N55,585185,TMSN55PP2KT,"$1,950.67",https://www.turnermotorsport.com/c-218-bmw-performance-packages#,"The stage 2 N55 package is the next step in performance for your N55, includes everything from stage 1 and a Turner Motorsport stepped intercooler to keep air temps down for more consistent power. The Turner N55 intake outflows factory significantly, offering additional power and torque. In addition to offering gains throughout the RPM range, the less restrictive design also reduces pressure drop post-filter, which translates to less stress on your turbo. The included Tuner tune included comes from decades of tuning experience and delivers effective and reliable power gains. Turner experienced peak gains of +96 horsepower, 127 ft/lbs torque with an intake and cat-back exhaust.",
https://www.turnermotorsport.com/p-591210-turner-bmw-f90-m5-f92-m8-carbon-fiber-intake/,Turner Motorsport Gloss Carbon Fiber Enclosed Intake - F90 M5/F9X M8...,591210,027733TMS09KT,"$1,321.09",https://www.turnermotorsport.com/c-218-bmw-performance-packages#,Over 10% more airflow than factory intakes! Beautiful Carbon Fiber construction for a great engine bay look. Fits F90 M5 and F91/F92/F93 M8,
