product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description
https://www.turnermotorsport.com/p-380776-fuel-injector-priced-each/,"OEM Bosch Fuel Injector - E60 M5, E63 E64 M6",380776,13647834893,$41.95,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,Bosch Fuel Injector for E6X M5/M6 with S85 V8 engine. Bosch fuel injectors provide the precision manufacturing required for advanced fuel injection systems.
https://www.turnermotorsport.com/p-177104-genuine-bmw-n54-n63-fuel-injector-e9x-335i-e60-535i-more/,"Genuine BMW N54 / N63 Fuel Injector - E9x 335i, E60 535i & more
...",177104,13538616079,$279.95,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,"Replace your faulty N54 / N63 engine's high pressure fuel injector with this latest generation Genuine BMW part. This part replaces 13537585261 and 13537565138 and has improved filtering and thermo compensating oil than previous versions. Sold individually!   When doing any sort of repair or maintenance there is no replacement for genuine factory parts. Turner Motorsport carries the Genuine BMW brand with pride and has the parts you need to complete your next project with confidence.     2008-2010    135i  2011    1M Coupe  2006-2010    335i 335xi 335i xDrive - Sedan  2007-2010    335i 335xi 335i xDrive - Coupe  2011-2013    335is - Coupe  2007-2010    335i - Convertible  2010-2013    335is - Convertible  2004-2010    535i 535xi 535i xDrive  2010-2012    550i GT, 550i xDrive GT  2011-2012    550i 550i xDrive  2012    650i 650i xDrive  2009-2012   740i 740li 740li xDrive 750i 750li 750i xDrive 750li xDrive 760li  2009-2012   760li  2011-2013    X5 xDrive50i  2010-2013    X5M  2008-2010    X6 xDrive35i X6 xDrive50i X6M  2008+    X6 xDrive35i X6 xDrive50i X6M  2009+    Z4 sDrive35i Z4 sDrive35is"
https://www.turnermotorsport.com/p-3456-bosch-24-lb-fuel-injector/,Bosch 24 lb Fuel Injector,3456,24LBINJ-4V-M,$51.95,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,"The 24 LB Bosch blue-top injector is used in many high performance vehicles which require a good amount of fuel. This fuel injector is most commonly used on Ford Mustangs, and other domestic V8's, which require a healthy amount of fuel. This is a genuine Bosch fuel injector and sold individually, so be sure to order enough for your application.    We use this particular Bosch injector on modified E36 M3 BMWs, which require more fuel to balance the air/fuel ratio after adding modifications such as cold air intake, cams, headers, etc. During our own testing we found the stock BMW injectors reach their limits with only a few modifications (intake, HFM, and basic chip). Anything more than these basic upgrades and you will need larger injectors. In the packages and kits we have developed we found the 24# pound fuel injector to be ideal � not too large and not too small. With the correct software you can run your engine without fear of the mixture being too lean. This is the fuel injector we use in our 3.2 OBD-II kits as well as in our 3.0/3.2 OBD-I systems. This injector, and the software we have developed when using them, are designed for the E36 M3 BMWs only (We have not seen a reason to use them on a E36 325 or 328).   The original �24lb injector� that was common for E36 M3s since 1995 has been harder and harder to find. While once common in the BMW and other tuning markets, they are no longer produced new by Bosch in the original spec. In order to maintain the balance in our tuning programs we have sourced refurbished 24lb blue top injectors that have been cleaned and flow-tested to be of the correct spec and matching to the software in our packages. There are other injectors out there but vary slightly in spec and we wanted to remain as true to the original tuning work that we did.    Note: you should never use a fuel injector that is not properly calibrated to your engine with the proper software! Doing so can seriously damage the engine, ECU, or injectors.      1995-1998    M3 - Manual Transmission Only  1998-2000    M Roadster M Coupe"
https://www.turnermotorsport.com/p-585581-fuel-injector-priced-each/,OEM Bosch Fuel Injector - EU6 Designation - N20/26 N55,585581,13648625397,$85.95,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,Replace your clogged or malfunctioning fuel injector with this Genuine BMW injector to restore proper engine idling and running conditions. Ensure that you need injector with EU6 designation before purchase. This fuel injector will not work with earlier EU5 version fuel rails and injector; non-exchangeable Replaces Genuine BMW part # 13648625397 and requires BMW part # 13537577649 for installation.
https://www.turnermotorsport.com/p-2749-fuel-pump-e30-325e-325es-325i-325is-325ix-325ic/,"Fuel Pump - E30 325e 325es 325i 325is 325ix 325ic (09/87 and up)
  ...",2749,16141179992,$188.95,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,This fuel pump fits the BMW E30 325e 325es 325i 325is 325ic and 325ix from 1988-1991. This fuel pump is located inside the fuel tank.     1988-1991    325e 325es 325i 325is 325ic 325ix
https://www.turnermotorsport.com/p-385216-fuel-injector-priced-each/,"Bosch Fuel Injector - E90, E92, E93",385216,13647838440,$150.22,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,Replace clogged or failed injectors to restore drivability and performance
https://www.turnermotorsport.com/p-374499-fuel-injector-priced-each/,OEM Bosch Fuel Injector - E31 E32 E34 E38 E39,374499,13641736908,$47.95,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,Bosch fuel injectors provide the precision manufacturing required for advanced fuel injection systems.
https://www.turnermotorsport.com/p-20691-low-fuel-pressure-sensor-e82-e9x-e60-f01-f10-f12/,Genuine BMW Low Fuel Pressure Sensor - Multiple BMWs,20691,13537614317,$84.50,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,"This Genuine BMW low pressure fuel sensor is commonly a cause of a ""Increased Emissions"" warning on the idrive and for check engine (SES) lights on BMW's with the N54 6 cylinder turbo engine or the S65 V8 engine in the M3. It will also fit a limited number of cars with the N55 engine."
https://www.turnermotorsport.com/p-15032-fuel-filter-w-regulator-e9x-325i-328i-330i-335i-e82-128i-135i/,"Genuine BMW Fuel Filter w/ Regulator - E9x 325i, 328i, 330i, 335i - ...",15032,16117163295,$187.90,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,"We recommend preventative replacement of the fuel filter at 80-100,000 mile intervals. BMW called them ""lifetime"" but there's no question that any filter is going to get saturated with debris and dirt and its performance will suffer. The dirty filter can cause E90/E92 running issues like stalling, poor performance, rough running, chugging. We have replaced these filters in cars with 130,000+ miles and found the original filter was long overdue for replacement. These cars had the above driveability problems but had no fault codes or DTCs (which led to other shops making poor service recommendations). So we recommend having this done at the 80-100,000 mile mark as a scheduled maintenance item. There's no harm or downside to replacing it before it's completely clogged and your engine starts to suffer.   The fuel filter is located on the driver's side and includes two new large o-rings for the lock rings. The crossover lines to the fuel pump on the passenger side are included as well. We recommend new steel lock rings for the filter and the pump, especially on cars located in the Rust Belt or in salty climates. On really high mileage cars it would be a good idea to also replace the fuel pump as preventative maintenance since the job is essentially the same. The E9X fuel filter replacement is not complex but access can be difficult and you're dealing with potentially fragile plastic so amateurs may want to leave this to a professional technician.   When doing any sort of repair or maintenance there is no replacement for genuine factory parts. Turner Motorsport carries the Genuine BMW brand with pride and has the parts you need to complete your next project with confidence.   Not for N51 SULEV engines in 128i/328i/328xi. Check with your BMW dealer on SULEV parts that may be covered under an extended warranty.     2008+    128i  2010-2011    135i 135is  2006-2011    325i 325xi 328i 328xi 328i xDrive 330i 330xi 335i 335xi 335i xDrive - Sedan  2006-2013    325xi 328i 328xi 328i xDrive - Wagon  2007-2013    328i 328xi 328i xDrive - Coupe  2007-2011    335i 335is 335xi 335i xDrive - Coupe  2007-2013    328i Convertible  2007-2011    335i Convertible"
https://www.turnermotorsport.com/p-194710-13518604232-genuine-bmw-part/,Genuine BMW High Pressure Fuel Pump - N63 S63 4.4L,194710,13518604232,$248.50,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,"A failing high pressure fuel pump (HPFP) can result in hard starts, sputtering, no starts, decreased power, and more. Replace your faulty fuel pump with this Genuine BMW pump to ensure many years of reliable operation."
https://www.turnermotorsport.com/p-34188-11327601233-genuine-bmw-part/,Genuine BMW Cam Follower,34188,11327601233,$39.01,https://www.turnermotorsport.com/c-43-bmw-fuel-system#,"Genuine BMW Cam Follower    E70 X5M,E71 X6M,E70 X5 X5,E71 X6,E82,E89 Z4,E92,E93,F01,F02,F06,F10,F12,F13,F15,F16,F22,F25 X3,F26 X4 X4,F30,F31,F32,F33,F34,F36,F80 M3,F82 M4,F83,i12     N18,N20,N26,N55,N63,N63N,S55,S63,S63N"
