product-img-link href,product-img-link src,cleanDesc,brand-image src,part-info,part-info 2,stock-status,price,btn,cart-btn-wrapper,wishlist-label href,short-description,pricesavediscount,pricecut,short-description 2,cart-btn-wrapper 2
https://www.turnermotorsport.com/p-371687-e30-m3-e24e28-16-basketweave-style-5-wheel-set/,,"E30 M3, E24/E28 16"" Basketweave Style 5 Wheel Set",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,371687,36112225518,"Expected Ship Date:  Oct 1, 2021","$2,540.72",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW 16"" Style 5 wheels in the low offset for E30 M3, E24/E28, E32, and some E34 models. These are a set of 4 wheeks with center caps in the classic BBS Style 5 basketweave design. Size is 16x7.5 ET20. These were originally used as the factory E28 M5 wheels but will fit other models as well. These will not fit cars with big brakes or 540/M5 brake upgrades (or Nurburgring brakes).",,,"Wheel set includes -4 x 16x7.5"" ET20 Style 5 wheel (BMW #36112225518)4 x center cap (BMW #36132225376)",
https://www.turnermotorsport.com/p-66512-36116779803-genuine-bmw-part/,,"Genuine BMW 18"" Star Spoke Style 264 Wheel - E82 E88 128i 135i
...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66512,36116779803,"Expected Ship Date:  Oct 1, 2021",$349.35,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 81/2Jx18 Et:52    E82,10% off MSRP,$389.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-543680-rim-light-alloy-tran/,,"Genuine BMW 20"" Style 666M Alloy Wheel - F8X M3 M4",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,543680,36108090192,"Expected Ship Date:  Oct 1, 2021","$1,273.02",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Upgrade the looks of your F8X M3 or M4 BMW with Genuine BMW 20 inch Style 666M wheels. Wheel Specs: 20x9 et29 (Front Fitment),,,,
https://www.turnermotorsport.com/p-543681-rim-light-alloy-tran/,,"Genuine BMW 20"" Style 666M Alloy Wheel - F8X M3 M4 (Rear)
    ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,543681,36108090193,"Expected Ship Date:  Oct 1, 2021","$1,399.36",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Upgrade the looks of your F8X M3 or M4 BMW with Genuine BMW 20 inch Style 666M wheels. Wheel Specs: 20x10 et40 (Rear Fitment),,,,
https://www.turnermotorsport.com/p-202595-36112284751-genuine-bmw-part/,,"Genuine BMW 18"" V-spoke Style 513M wheel - F80 M3",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,202595,36112284751,"Expected Ship Date:  Oct 1, 2021",$863.94,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Alloy Rim Forged - 10Jx18 Et:40    F80 M3,F82 M4,F83",10% off MSRP,$962.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-389833-f8x-m3m4-zcp-competition-package-wheel-set/,,F8X M3/M4 ZCP Competition Package Wheel Set,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,389833,F8X-ZCP-WHEELSKT,"Expected Ship Date:  Oct 1, 2021","$5,344.76",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"These Original BMW Comp Package 20"" wheels are a striking design that will spice up the looks of any M3/M4. These are the Genuine BMW wheels from the M3/M4 Competition Package (ZCP), BMW Style 666. Because they are a factory wheel set, they are guaranteed to fit with stock suspension or lowering springs (coil overs may need a small spacer). They are the correct width and offset to fit without modification on M3 sedan and M4 coupe and convertible models. These give a fresh and distinctive look to the car. The wheel set includes 2 front wheels (BMW # 36112284055) and 2 rear wheels (BMW # 36112284060). These wheels offer factory-perfect fitment, amazing looks, and ultra-strong design and manufacturing.",,,Front Wheels,
https://www.turnermotorsport.com/p-189858-36116856898-genuine-bmw-part/,,"Genuine BMW 20"" Double Spoke Style 430 Wheel - i3",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,189858,36116856898,"Expected Ship Date:  Oct 1, 2021",$432.44,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Alloy Rim Forged Right,,,,
https://www.turnermotorsport.com/p-66467-36116777349-genuine-bmw-part/,,"Genuine BMW 18"" star Spoke Style 246 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66467,36116777349,"Expected Ship Date:  Oct 1, 2021",$273.35,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 8Jx18 Et:20,Sale - Save 26%,$367.31,,
https://www.turnermotorsport.com/p-66457-36116776450-genuine-bmw-part/,,"21"" V-Spoke Style 239 Wheel - E70",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66457,36116776450,"Expected Ship Date:  Oct 1, 2021",$779.36,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 21x11.5 ET38 This item fits the following BMW Chassis: E70 X5,,,,
https://www.turnermotorsport.com/p-66415-36116775602-genuine-bmw-part/,,"Genuine BMW 18"" Ellipsoid Style 162 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66415,36116775602,"Expected Ship Date:  Oct 1, 2021",$367.31,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 81/2Jx18 Et:37    E90,E92,E93",10% off MSRP,$409.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-66690-36116794690-genuine-bmw-part/,,"BMW Light Alloy Wheel V-Spoke 366 - 19'' - F06, F10, F12, F13
     ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66690,36116794690,"Expected Ship Date:  Oct 1, 2021",$575.26,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66690 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 8,5Jx19 Et:33    F06,F10,F12,F13",7% off MSRP,$616.00,This item fits the following BMW Chassis:,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66690 ] = true;"
https://www.turnermotorsport.com/p-8193-genuine-bmw-m-contour-wheel-17x85-e36/,,"Genuine BMW 17"" M Contour Style 23 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,8193,36112227995,"Expected Ship Date:  Oct 1, 2021",$464.17,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"This is Genuine BMW M Contour wheel from the E36 M3 (Style 23). It is 17"" x 8.5"" and is designed to be mounted on the rear but can be mounted on the front with the use of spacers.     1992-1998    318i 318is 318ti 318ic 323is 323ic 325i 325is 325ic 328i 328is 328ic M3",,,,
https://www.turnermotorsport.com/p-66459-36116776777-genuine-bmw-part/,,"BMW Light Alloy Wheel - Spider Spoke 138 - E60, E61",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66459,36116776777,"Expected Ship Date:  Oct 1, 2021",$319.71,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66459 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 71/2Jx17 Et:43,10% off MSRP,$356.00,,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66459 ] = true;"
https://www.turnermotorsport.com/p-66612-36116788704-genuine-bmw-part/,,"BMW Light Alloy Wheel Y-Spoke 315 - 19'' - F01, F02, F07",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66612,36116788704,"Expected Ship Date:  Oct 1, 2021",$663.97,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66612 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 91/2Jx19 Et:39    F01,F02",7% off MSRP,$711.00,This item fits the following BMW Chassis:,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66612 ] = true;"
https://www.turnermotorsport.com/p-66403-36116775404-genuine-bmw-part/,,"BMW Light Alloy Wheel Multi-Spoke 235 - 19'' - F01, F02, F07
      ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66403,36116775404,"Expected Ship Date:  Oct 1, 2021",$522.96,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66403 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 81/2Jx19 Et:25    F01,F02",7% off MSRP,$560.00,This item fits the following BMW Chassis:,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66403 ] = true;"
https://www.turnermotorsport.com/p-66410-36116775597-genuine-bmw-part/,,"Genuine BMW 17"" Spider Spoke Style 159 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66410,36116775597,"Expected Ship Date:  Oct 1, 2021",$343.06,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 8Jx17 Et:34    E90,E92,E93",10% off MSRP,$382.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-397522-19-style-403-star-spoke-wheel-priced-each/,,Style 403 Star Spoke Wheel 19x8 et36,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,397522,36117850020,"Expected Ship Date:  Oct 1, 2021",$604.21,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"19x8 et36 5x120, Ferric grey",7% off MSRP,$647.00,,
https://www.turnermotorsport.com/p-570075-alloy-rim-forged/,,"BMW I Light Alloy Wheel Multi-Spoke 516 - 20"" - I12",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,570075,36116887445,"Expected Ship Date:  Oct 1, 2021",$696.76,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 570075 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,,,,,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 570075 ] = true;"
https://www.turnermotorsport.com/p-66378-36116772250-genuine-bmw-part/,,"Genuine BMW 20"" Style 214 Alloy Wheel - E71 E70",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66378,36116772250,"Expected Ship Date:  Oct 1, 2021",$729.80,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 11Jx20 Et:37    E70 X5,,,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-16001-genuine-bmw-light-alloy-rim-8jx18-et47-36112229145-e46/,,"Genuine BMW 18"" V Spoke Style 72 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,16001,36112229145,"Expected Ship Date:  Oct 1, 2021",$383.47,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 8Jx18 Et:47    E46,10% off MSRP,$427.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-214302-36112284653-genuine-bmw-part/,,"21"" M Double Spoke Style 612 Wheels - F85, F86",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,214302,36112284653,"Expected Ship Date:  Oct 1, 2021","$1,661.73",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Alloy Style 612 Wheel - 36112284653 This Part fits the following BMWs: F85, F86",,,,
https://www.turnermotorsport.com/p-66209-genuine-bmw-light-alloy-rim-36116768858/,,"Genuine BMW 18"" Style 189 Wheel - E28 E30 E36 E46 E53 E60 E61 E...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66209,36116768858,"Expected Ship Date:  Oct 1, 2021",$367.31,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Upgrade the appearance of your BMW with this Genuine BMW Style 189 alloy wheel!    Genuine BMW Light Alloy Rim - 8Jx18 Et:34    E90,E92,E93",10% off MSRP,$409.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-570076-alloy-rim-forged/,,"BMW I Light Alloy Wheel Multi-Spoke 516 - 20"" - I12",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,570076,36116887446,"Expected Ship Date:  Oct 1, 2021",$749.24,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 570076 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,,,,,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 570076 ] = true;"
https://www.turnermotorsport.com/p-195301-36112284551-genuine-bmw-part/,,"BMW Light Alloy Wheel M Double Spoke 437M - 19"" - F80, F82, F83...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,195301,36112284551,"Expected Ship Date:  Oct 1, 2021","$1,242.03",Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 195301 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Alloy Rim Forged - 10Jx19 Et:40    F80 M3,F82 M4,F83",7% off MSRP,"$1,330.00",This item fits the following BMW Chassis:,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 195301 ] = true;"
https://www.turnermotorsport.com/p-537381-disk-wheel-light-al/,,"Disk Wheel, Light Alloy, In Orbitgray8Jx20 Et:30 - G30",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,537381,36116884498,"Expected Ship Date:  Oct 1, 2021",$942.62,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 537381 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,,,,,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 537381 ] = true;"
https://www.turnermotorsport.com/p-66785-36117843841-genuine-bmw-part/,,"Genuine BMW 18"" 15 Spoke Style M 193",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66785,36117843841,"Expected Ship Date:  Oct 1, 2021",$463.40,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim Ferricgrey - 81/2Jx18 Et:37    E90,E92,E93",10% off MSRP,$516.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-384325-e65-19-bmw-style-95-19x90100-star-spoke-wheel-set/,,"E65 19"" BMW Style 95 19x9.0/10.0 Star Spoke Wheel Set
        ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,384325,36116753242KT1,"Expected Ship Date:  Oct 1, 2021","$2,332.76",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"The Style 95 wheel is very popular among the stance crowd and for very good reasons - it looks great with a deep concave wheel face, clean and handsome design, and optimal sizing for a number for 5/6/7-series cars. These wheels were originally used on the E65 7-series in a staggered set - 20x9.0"" ET24 in the front and 20x10.0"" ET24 in the rear. Since these wheels are very common with the stance/lowered crowd you may have seen them on some unusual fitments. Since we don't know what modifications were done and what tire sizes were used to make them fit on stanced cars, we cannot guarantee fitment on all models. We have selected chassis where these wheels should fit with minimal issues. Careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing wheels. Adding different or larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, fender modifications, or other adjustments may be required. Retrofitting wheels from one chassis to another may not be compatible with your TPMS system (new TPMS or a TPMS emulator may be requried). For additional resources on wheel fitments,  or give us a call or e-mail.",,,"2 x 20x9.0"" ET24 BMW Style 95 Star Spoke Alloy Wheel (BMW #36116753241)",
https://www.turnermotorsport.com/p-185324-36117846779-genuine-bmw-part/,,"BMW Light Alloy Wheel M Double Spoke 441 - 18'' - F30, F31, F32, F33...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,185324,36117846779,"Expected Ship Date:  Oct 1, 2021",$479.56,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 185324 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 8,5Jx18 Et:47    F30,F31,F32,F33,F36",10% off MSRP,$534.00,This item fits the following BMW Chassis:,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 185324 ] = true;"
https://www.turnermotorsport.com/p-66479-36116777777-genuine-bmw-part/,,"BMW Light Alloy Wheel Star Spoke 250 - 18'' - F01, F02, F06, F07, F1...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66479,36116777777,"Expected Ship Date:  Oct 1, 2021",$399.64,Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66479 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 8Jx18 Et:30    F01,F02",10% off MSRP,$445.00,This item fits the following BMW Chassis:,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 66479 ] = true;"
https://www.turnermotorsport.com/p-205452-f22-228im235i-rear-bmw-m-performance-405-19-wheel/,,"F22 228i/M235i Rear BMW M Performance 405 19"" Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW%20M%20Performance.gif,205452,36116796221,"Expected Ship Date:  Oct 1, 2021",$710.93,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,19x8.0 ET52 M Performance wheel for the F22 228i and M235i. M Performance gives you a stylish factory wheel upgrade that accentuates and compliments the F22's styling. With a factory upgrade the fitment is guaranteed and the quality is un-matched. The sizing and offset have been worked out specifically for this chassis.   REAR wheel.  Sold per wheel.     2014+    228i 228iX M235i M235iX,7% off MSRP,$766.00,This item fits the following BMWs:,
https://www.turnermotorsport.com/p-373258-e38-18-m-parallel-style-37-wheel-set/,,"E38 18"" M Parallel Style 37 Wheel Set",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,373258,36112229731KT,"Expected Ship Date:  Oct 1, 2021","$2,501.48",Add to Cart,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 373258 ] = true;",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"For many people, the M Parallel wheels are some of the best-looking wheels that BMW ever released. They have become very popular as retrofit wheels on many other BMW models - from the E28 to the E90. Not a complicated wheel design, the clean split-5 spoke is simple and sporty. These wheels are made in a very low offset with an exaggerated front-rear stagger -- 18x8.0 ET13 in the front and 18x9.5 ET25 in the rear.  The rear wheel has a generous outer lip. These wheels have become a favorite restomod upgrade for E31, E34, and other E38 models. We have even seen them on E46 M3 and E90s. This wheel set uses the M Parallels from the E38 7-series so they have the correct 72.6mm center bore (no wheel centering rings are required). The offsets and rear wheel width are different compared to the E34 M Parallel set we also offer.",,,"Careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing wheels. Adding different or larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, fender modifications, or other adjustments may be required. Retrofitting wheels from one chassis to another may not be compatible with your TPMS system (new TPMS or a TPMS emulator may be requried). For additional resources on wheel fitments,  or give us a call or e-mail.","window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 373258 ] = true;"
https://www.turnermotorsport.com/p-378916-e90-330i-18-ellipsoid-style-162-wheel-set/,,"E90 330i 18"" Ellipsoid Style 162 Wheel Set",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,378916,36116775602KT,"Expected Ship Date:  Oct 1, 2021","$1,531.24",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,The Style 162 'Ellipsoid' wheels were originally used on the E90 330i with the factory Sport package. The broad spokes make the wheel look bigger than it actually is. This is a staggered wheel set - 18x8.0 ET34 in the front and 18x8.5 ET37 in the rear. This is an easy staggered fitment for 3-series cars. On older models such as the E36 and E46 that used higher factory offsets the tire clearnce to the outer fender may be tight. This is an easy fit to E9X cars though.,,,Style 162 Wheel Set includes:,
https://www.turnermotorsport.com/p-66269-18x85-et50-ellipsoid-style-107-wheel/,,"Genuine BMW 18"" Style 107 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66269,36116758193,"Expected Ship Date:  Oct 1, 2021",$441.42,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Light Alloy Rim - 81/2Jx18 Et:50    E85,E86",,,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-8180-36111094498-genuine-bmw-part/,,"Genuine BMW 16"" Star Spoke Style 45 Wheel",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,8180,36111094498,"Expected Ship Date:  Oct 1, 2021",$258.64,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Light Alloy Rim - 7Jx16 Et:47    E46,10% off MSRP,$288.00,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-66778-genuine-bmw-alloy-rim-forged/,,"19"" Individual M Double Spoke Style 220 Wheels - E9X M3
      ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,66778,36117842933,"Expected Ship Date:  Oct 1, 2021",$859.15,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,Genuine BMW Style 220 Wheel - 19x8.5 ET29 This part fits the following BMWs: E9x M3,7% off MSRP,$920.00,,
https://www.turnermotorsport.com/p-65770-36112227360-genuine-bmw-part/,,"Genuine BMW 17"" Star Spoke Style 24M Alloy Wheel - E36, Z3
   ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,65770,36112227360,"Expected Ship Date:  Oct 1, 2021",$721.50,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Genuine BMW Alloy Rim Forged - 81/2Jx17 Et:41    E36 M3,E36",,,This item fits the following BMW Chassis:,
https://www.turnermotorsport.com/p-620669-/,,"BMW Light Alloy Wheel Y-Spoke 693 - 19"" - G01, G02",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,620669,36116877327,"Expected Ship Date:  Oct 1, 2021",$521.09,Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,,7% off MSRP,$558.00,,
https://www.turnermotorsport.com/p-390839-f8x-m3m4-gts-m-carbon-wheel-set/,,F8X M3/M4 GTS M Carbon Wheel Set,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,390839,M4GTSCARBONWHEKT,"Expected Ship Date:  Oct 1, 2021","$7,386.36",Add to Cart,,https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=50&Nrpp=50#,"Don't just stick out in a crowd... Create it! These Genuine BMW M Carbon Compound wheels for the F8X M2/M3/M4 are here and they are truly impressive. BMW engineered a hybrid CFRP and aluminum construction for these road wheels, reducing weight by over 15lbs per set when compared to standard GTS wheels. That lower weight helps with cornering, acceleration, and braking. Carbon wheels are the wave of the future but you can get them now!",,,"Wheel and Tire Sizes (suggested):F: 19x9.5"" ET29; 265/35-19R: 20x10.5"" ET42; 285/30-20",
https://www.turnermotorsport.com/p-537356-disc-wheel-light-al/,,"BMW Light Alloy Wheel W-Spoke 632 - 18"" - G30",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,537356,36116863418,"Expected Ship Date:  Oct 1, 2021",$407.72,Add to Cart,"let pdkCart = false;

    

    const atcFunc = ( pdkCart ) ? 'addPDKToCart' : 'addToCart';
    let atcBtns, activeBtn;

    const initATC = () => {
        atcBtns = Array.from( document.getElementsByClassName('js-atc-btn') );
        atcBtns.forEach( btn => {
            btn.addEventListener('click', e => {
                atcBtns.forEach( atcBtn => { disableBtn(atcBtn) } );
                activeBtn = e.target;
                setLoading(activeBtn);
                if ( useMiniCart ) {
                    setCart( activeBtn.dataset.productid, pdkCart )
                    .then( data => {
                        let pShowCart = new Promise( (resolve, reject) => {
                            showCart( data, resolve );
                        } );
                        pShowCart.then( () => {
                            atcBtns.forEach( btn => { enableBtn(btn) } );
                            clearLoading(activeBtn);
                        } );
                    });
                } else {
                    window[atcFunc]( activeBtn.dataset.productid );
                }
            });
            enableBtn(btn);
            clearLoading(btn);
        });
    };

    const setLoading = btn => {
        btn.classList.add('loading');
    };

    const clearLoading = btn => {
        btn.classList.remove('loading');
    };

    const disableBtn = btn => {
        btn.disabled = true;
    };

    const enableBtn = btn => {
        btn.disabled = false;
    };

    window.addEventListener( 'atcReady', initATC, {once: true} );",https://www.turnermotorsport.com/c-329-bmw-original-bmw-wheels-and-wheel-upgrades?No=100&Nrpp=50#,,10% off MSRP,$454.00,,"window.productHasAppDesc = window.productHasAppDesc || {};
        window.productHasAppDesc[ 537356 ] = true;"
