product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description,short-description 15
https://www.turnermotorsport.com/p-304099-bushing-end-ctscc-legal-tsu9940b77/,Turner Motorsport Rear Adjustable Camber Arm Pair - Street/Track - E...,304099,TSU9940B77,$332.95,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"Top seller! The Turner Adjustable Rear Camber Arms: The Only Adjustable Arms Approved for Grand-Am Continental Tire Challenge Racing Series Why you should use Turner Motorsport camber arms on your car: If you have a lowered car and have run out of adjustment with the stock camber arms. If you have a track car and are looking for increased camber adjustment, lightweight pieces, stronger components, and improved suspension handling Two bushing styles to meet your needs: solid rod-end for track-only use (See T#304098), or rubber bushing for mixed street/track use (approved by Grand-Am!) The high range of adjustment allows a full racecar setup or a heavily lowered car to maintain factory specifications. Only high quality and high strength materials and components are used Aluminum camber arms are designed as a lightweight component, thereby reducing wear and tear on other, more critical parts (rear subframe, control arm bushings, etc). Each camber arm weighs only 2.5 lbs making for a total of 5 lbs for both parts! Stock camber arms weigh 3 lbs each. We have seen competitor's arms that weigh twice as much! Hardcoat anodized aluminum, stainless steel turnbuckles, and stainless rod ends to all but eliminate corrosion from getting into the threads and making adjustment difficult. CNC-machined double shear design for ease of installation, high strength, and choice of outside bushing material. But we do suggest using with (outer bushing # 33326775551) for best performance. Easy adjustment - our main adjustment point is on the outside by the wheel so there is no need to work around the exhaust or subframe to adjust camber. All hardware included. Installation Instructions: Instructions for Bushing-End Style (TSU9940B77) This item fits the following BMWs: 1992-1999 E36 BMW 318i 318is 318ic 323is 323ic 325i 325is 325ic 328i 328is 328ic M3 1999-2006 E46 BMW 323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi M3 2001-2006 SpecE46 BMW 330i 330ci 2003-2008 E85 BMW Z4 2.5i Z4 3.0i Z4 3.0si Z4 M Roadster M Coupe",
https://www.turnermotorsport.com/p-424-front-camber-bolt-kit-e36-z3-z4-m-turner-motorsport/,"Turner Motorsport Front Camber Bolt Kit - E36, Z3, Z4 M",424,TSU3690036,$20.21,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"Whether you need a camber change or you are looking for more adjustment with your camber plates, you can change your camber by shimming the strut and spindle with the TMS bolt kit. There are some things to take into account with this kit so please read the installation tips below. An alignment is strongly recommended after installing this kit.",
https://www.turnermotorsport.com/p-389645-front-adjustable-cambercaster-plates-e36-e39-not-m5-e46-not-m3-e60-e82-not-1m-e9x-not-m3-z3-mz3-z4-kmac-stage-1-street/,"KMAC Stage 1 Street Front Adjustable Camber/Caster Plates - E36, E39...",389645,192416-1J,$380.00,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"Location: Front  Type: Street, Stage 1  Bearing: captive-ball fully encased in polyurethane   These front adjustable camber/caster plates will replace your stock front upper strut bearing. The KMAC plates are a 'floating' design so camber and caster are adjusted together. This design allows maximum range of adjustment since no other hardware interferes with the adjustments. Since these replace your stock strut bearings they are designed to work with a stock-type spring only. And when installed correctly will not significantly alter ride height. Adjustment is easily done by loosening the three nuts on top of the tower and sliding the camber plate into the position you want, then re-tighten the nuts. These mounts can be installed two ways - for camber correction or swapped side-side for increasing negative camber. Detailed instructions included.   Note: suspensions vary from manufacturer to manufacturer. Turner Motorsport cannot be responsible for fitment issues caused by non-stock or specialized coil-over suspensions. As with any race-derived component, additonal fabrication may be required.     2008-2012    128i 135i  6/1992-1999    318i 318is 318ti 318ic 323is 323ic 325i 325is 325ic 328i 328is 328ic M3  1999-2005    323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi  2006-2011    325i 328i 330i 335d 335i - Sedan  2006-2012    328i - Wagon  2007-2013    328i 335i 335is - Coupe  2007-2013    328i 335i - Convertible  1997-2003    525i 528i 530i 540i (not for cars with EDC)  2004-2010    525i 530i 528i 535i 545i 550i  2004-2011    645ci 650i  1997-2002    Z3 1.9 Z3 2.3 Z3 2.5i Z3 2.8 Z3 3.0i M Roadster M Coupe  2003-2008    Z4 2.5i Z4 3.0i Z4 3.0si  2009+    Z4 sDrive28i Z4 sDrive30i Z4 sDrive35i Z4 sDrive35is  2000-2003    Z8 Roadster (without EDC)",Z4 BMW
https://www.turnermotorsport.com/p-588325-front-fixed-camber-plates/,Turner Front Fixed Camber Plates - E9x Non-M RWD,588325,025532TMS01,$167.76,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,One of the tricks for getting your BMW to handle better is to add negative camber to the front wheels. This will put more of the tire's width in contact with the ground during cornering. With more rubber there is more grip. BMWs typically have less camber in the front to create understeer. But if you're running a stock setup on the track or autocross you are giving up speed and time as the front tires run out of grip sooner than they should.,
https://www.turnermotorsport.com/p-304098-rod-end-tsu9940001/,Turner Motorsport Rear Adjustable Camber Arm Pair - Track Only - E36...,304098,TSU9940001,$372.95,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"Top seller! The Turner Adjustable Rear Camber Arms: The Only Adjustable Arms Approved for Grand-Am Continental Tire Challenge Racing Series Why you should use Turner Motorsport camber arms on your car: If you have a lowered car and have run out of adjustment with the stock camber arms. If you have a track car and are looking for increased camber adjustment, light weight pieces, stronger components, and improved suspension handling Two bushing styles to meet your needs: solid rod-end for track-only use, or rubber bushing for mixed street/track use (approved by Grand-Am! See T#304099) The high range of adjustment allows a full racecar setup or a heavily lowered car to maintain factory specifications. Only high quality and high strength materials and components are used Aluminum camber arms are designed as a lightweight component, thereby reducing wear and tear on other, more critical parts (rear subframe, control arm bushings, etc). Each camber arm weighs only 2.5 lbs making for a total of 5 lbs for both parts! Stock camber arms weigh 3 lbs each. We have seen competitor's arms that weigh twice as much! Hardcoat anodized aluminum, stainless steel turnbuckles, and stainless rod ends to all but eliminate corrosion from getting into the threads and making adjustment difficult. CNC-machined double shear design for ease of installation, high strength, and choice of outside bushing material. But we do suggest using with (outer bushing # 33326775551) for best performance. Easy adjustment - our main adjustment point is on the outside by the wheel so there is no need to work around the exhaust or subframe to adjust camber. All hardware included. If you are looking for replacement rod end bearings, see T#21493 Installation Instructions: Instructions for Rod-End Style (TSU9940001) This item fits the following BMWs: 1992-1999 E36 BMW 318i 318is 318ic 323is 323ic 325i 325is 325ic 328i 328is 328ic M3 1999-2006 E46 BMW 323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi M3 2001-2006 SpecE46 BMW 330i 330ci 2003-2008 E85 BMW Z4 2.5i Z4 3.0i Z4 3.0si Z4 M Roadster M Coupe",
https://www.turnermotorsport.com/p-376147-adjustable-rear-control-arm-priced-each/,"SPC Adjustable Rear Lower Control Arm (Single) - E36 E46 Z4
       ...",376147,67110,$97.95,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"For BMW E36 and E46 chassis this tubular style arm is great when lowering this popular vehicle, or for correcting rear camber on stock vehicles.",
https://www.turnermotorsport.com/p-587754-turner-f8x-adjustable-toe-links/,Turner Adjustable Toe Arms w/ Eccentric Lockout Plates - F80 F82 M3 ...,587754,23672TMS03,$325.95,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"Eliminates any unwanted movement in the rear end associated with the the cumbersome factory eccentric toe adjustment point, opening up a wider range of adjustment for your alignment needs!",
https://www.turnermotorsport.com/p-588023-front-lower-control-arms-e9x/,"Turner Performance Adjustable Front Lower Control Arms - E82/88 E9X
...",588023,025990TMS02,$688.65,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"Looking for upgraded lower control arms that don't limit adjustment capabilities like the OE control arms? These Turner Performance Lower Control Arms may be exactly what you need! These CNC'd billet aluminum control arms allow you to adjust roll center, camber, and track width easily and lock in your adjustments securely. The construction of these control arms allows for significant weight savings, reducing unsprung weight, while maintaining high levels of strength that is up to track use and abuse. Instead of using traditional jam nuts, these Turner Control Arms utilize a pinch bolt and rotating clamp design that allows high clamping forces to lock in track width and camper specifications without making it difficult to keep bearings properly aligned. Stainless steel spacers are included to enable roll center correction for lowered vehicles. To further improve control arm operation over the OE design, these control arms use FK rod ends and high misalignment solid spherical bushings to get rid of binding and flex. Features: Lightweight Aluminum, Titanium, Chromoly and Stainless Steel construction Correct ball joint angle for full articulation Clamp design allows for easy access to lock down your alignment settings Low friction 3-piece Teflon lined FK spherical bushings and Heim joints/rod ends Multiple size stainless steel roll center spacers for precise adjustment",
https://www.turnermotorsport.com/p-553658-spl-titanium-series-rear-upper-wishbonecamber-links/,SPL Parts Titanium Series Adjustable Rear Upper Camber Arms - E9X E8...,553658,SPLRWBE9X,$389.00,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"These SPL Parts Rear Adjustable Camber Arms replace OEM part numbers , , , and",2006-2013  RWD Submodels2008-2013  All Submodels
https://www.turnermotorsport.com/p-340466-front-adjustable-cambercaster-plates-e46-m3-turner-motorsport-street/,Turner Motorsport Street Front Adjustable Camber/Caster Plates - E46...,340466,TSU4680501,$501.44,https://www.turnermotorsport.com/c-64-bmw-camber-caster-kits-kmac-vorshlag-turner#,"These camber plates are perfect for the enthusiast owner who wants a high quality design with a motorsports background. Knowing a full race kit on the street is not often the best option, we took the best features from the Race Camber Plates and incorporated them into a fresh Street design -",
