product-img-link href,cleanDesc,part-info,part-info 2,price,wishlist-label href,short-description
https://www.turnermotorsport.com/p-339106-manual-bmw-shift-knob-zhp-style-weighted-anatomic-5-or-6-speed-pattern/,Manual BMW Shift Knob - ZHP Style Weighted Anatomic - 5 or 6 Speed P...,339106,TMS1844,$84.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"This Genuine BMW shift knob is about 3/4"" shorter than the ""standard"" shift knobs and is weighted (5.4oz) to give a better, more substantial, shifter feel for the driver. We love the subtle, yet noticeable improvement this makes in the ""feel"" of gear changes. It's also identical in size/shape/weight to the shift knob that came on the E46 330 ZHP, and is available in either 5 speed or 6 speed gear shift patterns.     + 5 Speed ZHP Shift knob: BMW Part # 25117896031 (25-11-7-896-031)  + 6 Speed ZHP Shift knob: BMW Part # 25117896886 (25-11-7-896-886)    Perhaps best of all, this shift knob fits ALL 1982 and newer manual transmission BMWs. That's right -- this knob can be used on ALL BMWs, 1982 and later. So no matter what model BMW you have -- E30, E36, E46, E90 or E92 or anything else -- this knob will look, work, and feel GREAT. This knob also looks and works great on all 1 series including 128i and 135i.      This is standard on most M cars and on some other BMWs. We sell new replacement boots to use with this shift knob, choose the option below if you would like one included with your order (not for E9X M3 models).   Please choose the shift pattern below:"
https://www.turnermotorsport.com/p-12447-genuine-bmw-gearshift-knobleather-zhp-25117896031/,Genuine BMW ZHP Gearshift Knob 25117896031 - 5 Speed,12447,25117896031,$84.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,This is a genuine BMW 5-Speed ZHP shift knob that is weighted and styled to improve the look and feel of your shifter.
https://www.turnermotorsport.com/p-12568-genuine-bmw-gearshift-knobleatherm-zhp-25117896886/,"Genuine BMW Gearshift Knob,leather ZHP - 25117896886",12568,25117896886,$86.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,Improve the looks and feel of your shifter with the ZHP 6-Speed shift knob from Genuine BMW! Considered by many to be the nicest shift knob ever produced by BMW.
https://www.turnermotorsport.com/p-7643-25117500299-genuine-bmw-part/,Genuine BMW Leather Shift Knob - 5 Speed - E30 E36 E46 E34 E53 Z3 Z4...,7643,25117500299,$92.76,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"Genuine BMW Gearshift Knob, Leather/5-Speed - Schwarz    E34,E46,E53 X5,E85"
https://www.turnermotorsport.com/p-3145-shift-boot-e9x-325328330335ixi-manual-transmission-alcantara/,BMW M PErformance Alcantara Manual Transmission Shift Boot - E9X 325...,3145,25110435847,$59.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,This E90/E92 manual shift boot is the factory BMW Performance upgrade for the stock leather or vinyl boot. Alcantara is a synthetic material similar to suede but more durable and more resistant to stains. You'll find alcantara on the interiors of the finest sports and racing cars and BMW offers many luxury and sporting items in alcantara instead of leather. This E9X shift boot is a direct replacement fit and includes the lower frame that snaps into the center console. This fits left-hand drive models only. Note that if you have a stock one-piece shift knob-shift boot you will also need to order a new shift knob. This part replaces only the boot section.     2006+    325i 325xi 328i 328xi 328i xDrive 330i 335i 335xi 335i xDrive  2007+    328i 328xi 328i xDrive 335i 335is 335xi 335i xDrive  2007+    328i 335i
https://www.turnermotorsport.com/p-338318-shift-boot-e46-323325328330m3-lhd-manual-leather-or-alcantara/,Shift Boot - E46 323/325/328/330/M3 LHD - Manual - Leather or Alcant...,338318,2511143442X,$59.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"These are the factory BMW E46 shift boots, available in either black leather or charcoal alcantara. Since these are the Original BMW parts they are a perfect fit and match to your original interior. These are complete with the lower plastic frame for a simple and quick install. This is a direct replacement for any 2-piece boot and knob. If you have a one-piece knob + boot you will need to also buy a shift knob to work with this. Fits left-hand drive models only.   E46 Shift Boot part numbers:  E46 black leather boot - 25111434426  E46 dark grey alcantara shift boot - 2517919219     1999-2006    323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi M3"
https://www.turnermotorsport.com/p-186040-bmw-m-performance-carbon-fiber-shift-knob-inlay-f80-m3-f82-m4-f10-m5-f12-m6/,"BMW M Performance Carbon Fiber Shift Knob Inlay - F80 M3, F82 M4, F1...",186040,61312343709,$241.00,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,This BMW M Performance carbon fiber selector lever for DCT transmission incorporates the same open-pore technology as the interior trim and has the M Performance banding located in the gear shift graphic.     2015+   M3  2015+   M4  2011+    M5  2012+    M6  2013+    M6 Gran Coupe
https://www.turnermotorsport.com/p-174608-illuminated-black-leather-shift-knob-6-speed-f10-m5/,Illuminated Black Leather Shift Knob - 6 Speed - F10 M5,174608,25112284205,$226.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,This Genuine BMW leather shift knob and boot originally was fitted to the F10 M5 but has been a popular mod for E46 M3 owners. The electric connector is the same as the E46 M3. The M5 shift boot will fit on the E46 base frame but may need to be trimmed some because it is 15mm longer or the boot may be completely removed.     2001-2006    M3  2011+    M5
https://www.turnermotorsport.com/p-338599-manual-bmw-shift-knob-bmw-performance-aluminumleather-5-or-6-speed-pattern/,Manual BMW Shift Knob - BMW Performance Aluminum/Leather - 5 or 6 Sp...,338599,TMS1778,$84.10,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"This Genuine BMW manual shift knob fits all 1982 and on BMWs. It ""snaps"" onto your shifter level just as your stock shift knob does, and can be installed in a matter of seconds. This knob is much shorter and smaller than the ""standard"" knobs, and is weighted for better shifter feel. Available with your choice of either 5 speed or 6 speed shift pattern (select your option below).   This knob is right out of the BMW Performance catalog,   and features supple black alcantara suede (with great grip!) and a weighted body. This knob was specifically designed and marketed for the E82 / E88 1 Series and the E90/E92 3 Series, BUT it also fits all manual transmission BMWs from 1982 through present. This means this great looking and great feeling shifter knob can be used on almost every BMW (except 1981 and earlier).   Note that many newer models have a 1-piece knob + boot. This is standard on most M cars and on all cars that have an illuminated shift knob. We sell new replacement boots to use with this shift knob, choose the option below if you would like one included with your order (not for E9X M3)."
https://www.turnermotorsport.com/p-12692-genuine-bmw-gearshift-gear-lever-cover-25117919219/,Genuine BMW Shift Boot Cover - 25117919219,12692,25117919219,$59.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,This manual transmission shift boot is made from Alcantara that will greatly improve the looks of your shifter! This can be used with all E46 vehicles with a manual transmission.
https://www.turnermotorsport.com/p-14327-manual-bmw-shift-knob-with-boot-m-performance-carbon-fiber-f30-328i335i/,Genuine BMW M Performance Manual Carbon Fiber Shift Knob with Boot -...,14327,25112222534,$246.13,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"This F30 3 series carbon fiber shift knob uses the same open-pore technology as the BMW M Perfromance interior kit and has the M Performance banding located in the gear shift graphic. Kit includes an Alcantara shift boot to further improve the look and feel of your BMW.     2012+   320i 320i xDrive 328d 328d xDrive 328i 328i xDrive 335i 335i xDrive - Sedan  2013+   328i xDrive 328d xDrive - Wagon  2013+   428i 428i xDrive 435i 435i xDrive - Coupe  2014+   328i xDrive GT, 335i xDrive GT - Gran Tourismo"
https://www.turnermotorsport.com/p-5110-automatic-bmw-shift-knob-e46-323325328330-alcantarachrome/,BMW M Performance Automatic Shift Knob - Alcantara/Chrome - E46 323/...,5110,25162155637,$94.80,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"Made of black Alcantara leather and Perlglanz chrome with silver seams, the Performance Selector Lever gives you additional sportiness in the interior of your BMW.   Shift Boot shown in photo sold separately.     1999-2005    323i 323ci 325i 325ci 325xi 328i 328ci 330i 330ci 330xi"
https://www.turnermotorsport.com/p-3492-shift-boot-e82-128i135i-manual-transmission-alcantara/,M Performance Manual Transmission Alcantara Shift Boot - E82 128i/13...,3492,25110435848,$57.78,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"The E82 128i/135i manual shift boot in alcantara is a sporting and luxurious touch to your interior. Alcantara is a composite suede material, often used in racecars and very high end sports and luxury cars. It's more wear and stain resistant than real suede. This E82 shift boot is a dark grey in color with matching grey stitching. This is a factory BMW part, offered from the BMW Performance accessories catalog. It comes with the base frame for a trouble-free and correct installation. This simply replaces the stock, original leather or vinyl boot but will only replace a two-piece knob-boot setup. If your current shift knob and boot are sewn together as one piece you will also need to order a new, separate shift knob. Fits left-hand drive models only.     2008+    128i 135i Coupe  2008+    128i 135i Convertible"
https://www.turnermotorsport.com/p-7648-manual-bmw-shift-knob-m-logo-weighted-anatomic-with-6-speed-pattern/,Manual BMW Shift Knob - M Logo Weighted Anatomic - with 6 Speed Patt...,7648,25117896884,$85.41,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"This Genuine BMW shift knob is the same height as standard shift knobs - and 3/4"" taller than the the ""shorty"" ZHP shift knobs - and is weighted (5.4oz) to give a better, more substantial, shifter feel for the driver. We love the subtle, yet noticeable improvement this makes in the ""feel"" of gear changes.    This shift knob fits ALL 1982 and newer manual transmission BMWs including E30, E36, E46, E90 E92 F30 F32 etc-- this knob will look, work, and feel GREAT. This knob also looks and works great on all 1 series including 128i and 135i.     This is standard on most M cars and on some other BMWs. We sell new replacement boots to use with this shift knob, choose the option below if you would like one included with your order (not for E9X M3 models)."
https://www.turnermotorsport.com/p-338037-manual-bmw-shift-knob-anatomic/,Genuine BMW Shift Knob - Leather without Emblem Oval Style (Push-on ...,338037,25111221284,$87.45,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"This Genuine BMW manual shift knob fits all 1982 and on BMWs. It ""snaps"" onto your shifter level just as your stock shift knob does, and can be installed in a matter of seconds. Features an anatomic shape for comfortable grip wrapped in black leather with choice of 2 shift emblems. (Sorry, there's no 6 speed option on this knob. For 6 speed cars, we recommend using the ZHP style shift knob, which is available both 5 and 6 speed patterns.)    Fits ALL manual transmission BMWs from 1982 through present.    Please choose your desired shift emblem below."
https://www.turnermotorsport.com/p-187412-25112222529-genuine-bmw-part/,Genuine BMW M Performance Shift Knob With Alcantara Boot - F22/23 BM...,187412,25112222529,$244.97,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,Genuine BMW Shift Knob With Alcantara Boot - M Performance    F22
https://www.turnermotorsport.com/p-174615-25117638583-genuine-bmw-part/,Genuine MINI JCW GP2 Shift Knob W/ Boot - Black/Red,174615,25117638583,$104.01,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"Genuine MINI GEARSHIFT KNOB, LEATHER/6-SP"
https://www.turnermotorsport.com/p-338041-automatic-bmw-shift-knob-e82-e9x-alcantarachrome/,"BMW M Performance Automatic Shift Knob and Boot Combo - E82, E9X 
 ...",338041,25162153758,$92.50,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"Made of black Alcantara leather and Perlglanz chrome with silver seams, the Performance Selector Lever gives you additional sportiness in the interior of your BMW.         2008+    128i 135i  2006+    325i 325xi 328i 328xi 328i xDrive 330i 330xi 335i 335xi 335i xDrive  2007+    328i 328xi 328i xDrive 335i 335is 335xi 335i xDrive  2007+    328i 328xi 328i xDrive 335i 335xi 335i xDrive"
https://www.turnermotorsport.com/p-12690-genuine-bmw-gearshift-shift-lever-covering-leather-25112282450/,Genuine BMW Illuminated Shift Knob With Leather Boot - 25112282450 -...,12690,25112282450,$247.95,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,Customize your E46 with this illuminated shift knob and leather boot directly from BMW. This will help give your interior a sportier look and feel.
https://www.turnermotorsport.com/p-22720-genuine-bmw-shift-knob-in-leather-with-c-25118051315-schwarzm/,"Genuine BMW Shift Knob In Leather With C - 25118051315 - Schwarz/M
...",22720,25118051315,$241.27,https://www.turnermotorsport.com/c-183-bmw-shift-knobs-handles-and-boots#,"Originally from the 1M, this shift boot can be added to your vehicle to had a new style and feel."
