web-scraper-order,web-scraper-start-url,category,category-href,name
"1632378471-1881","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Stanley® 6-Outlet Surgepro Power Strip, 4' Cord3.5 out of 5 stars. 2 reviews"
"1632378471-1658","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite 1-Outlet Surge Suppressor/Protector - 1 x Type E (FR) - 3680 VA - 250...0.0 out of 5 stars."
"1632378471-1505","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite TLP64USBRA15 6-Outlet Surge Suppressor/Protector - 6 x NEMA 5-15R, 4 ...0.0 out of 5 stars."
"1632378471-1609","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Aluratek 3-Outlet Surge Suppressor/Protector - 3 x AC Power, 2 x USB0.0 out of 5 stars."
"1632378471-1562","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","C2G 6-Outlet Surge Suppressor, Black3.5 out of 5 stars. 2 reviews"
"1632378565-2150","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Heavy Duty Indoor/Outdoor 50' Extension Cord - 125 V AC / 13 A - Gray - 50 ft Co...0.0 out of 5 stars."
"1632378471-1793","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Safety Power Strip5.0 out of 5 stars. 3 reviews"
"1632378471-1641","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","APC SurgeArrest (3PH + N + G) Surge Suppressor - 480 V AC Input0.0 out of 5 stars."
"1632378565-2158","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Tripp Lite Power Extension Cord 18 AWG 10A NEMA 5-15R to NEMA 5-15P 6ft 6' - 120...0.0 out of 5 stars."
"1632378565-2154","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Cordinate Braided 3-Outlet Indoor Extension Cord, 8', Black/White, 39984-T14.8 out of 5 stars. 111 reviews"
"1632378565-2348","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","QVS Power Extension Cord - Power strip - AC 125 V - 1625 Watt - input: NEMA 5-15...0.0 out of 5 stars."
"1632378565-2147","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Tripp Lite 15ft Power Cord Extension Cable Heavy Duty 14AWG 5-15P 5-15R 15A 15' ...0.0 out of 5 stars."
"1632378471-1645","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Power Strip 120V 22 5-15R; 2 5-20R 15' Cord Vertical Metal 0URM - NEM...3.0 out of 5 stars. 1 review"
"1632378471-1446","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","GE 6-Outlet Surge Protector, 3' Cord, White"
"1632378471-1704","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","6 Outlet Surge Protector - 6 x NEMA 5-15R - 450 J - 110 V AC Input - 110 V AC Ou...1.0 out of 5 stars. 1 review"
"1632378471-1923","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite 6-Outlet Surge Suppressor/Protector - 6 x BS 1363/A - 250 J - 230 V A...0.0 out of 5 stars."
"1632378565-2325","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Hoffman Grounded Outdoor Extension Cord, 50', Yellow, USW740500.0 out of 5 stars."
"1632378565-2377","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","APC by Schneider Electric Smart-UPS X 120V Battery Pack Extension Cable - For Ba...0.0 out of 5 stars."
"1632378471-1424","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","GE UltraPro 12 Outlet Surge Protector with 2 USB Tether, 8 ft Long Cord, 4320 Jo..."
"1632378471-1481","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","CyberPower CSP600WSURC2 Professional 6 - Outlet Surge with 1200 J - Clamping Vol...0.0 out of 5 stars."
"1632378471-1683","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Surge Protector Power Strip Medical Hospital RT Angle Plug 6 Outlet 6...0.0 out of 5 stars."
"1632378471-1857","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Eco Surge Protector Power Strip Green 7-Outlet 6ft Cord, Black - 7 x ...5.0 out of 5 stars. 3 reviews"
"1632378565-2199","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Tripp Lite 6ft Heavy Duty Power Extension Cord 30A 10 AWG L5-30P L5-30R 6' - 125...0.0 out of 5 stars."
"1632378565-2362","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Fellowes Indoor 3-Prong Heavy-Duty Extension Cord, 9', Gray0.0 out of 5 stars."
"1632378565-2303","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Tripp Lite 2ft Computer Power Cord Cable 5-15P to C13 13A 16AWG 2' - (NEMA 5-15P...0.0 out of 5 stars."
"1632378565-2390","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","APC 3-Wire Power Extension Cable - 230V AC - 32A - 188.98""0.0 out of 5 stars."
"1632378471-1511","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Surge Protector Direct Plug-In 6 Outlet 3 Rotatable Outlets, 2 USB Ch...4.5 out of 5 stars. 2 reviews"
"1632378471-1780","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Bretford E12 12-Outlets Power Strip - 12 - 20 ft Cord - Black"
"1632378565-2207","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Tripp Lite 2ft Computer Power Extension Cord 10A 18 AWG C14 to C13 White 2' - Fo...0.0 out of 5 stars."
"1632378471-1605","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Power Strip Hospital Medical Grade UL 1363A 6 Outlet 25' cord - NEMA ...5.0 out of 5 stars. 2 reviews"
"1632378471-1676","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Compucessory 6-Outlet Power Strip, 15' Cord, Gray0.0 out of 5 stars."
"1632378471-1866","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite DTEL2 Network Surge Suppressor5.0 out of 5 stars. 4 reviews"
"1632378565-2126","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Lorell AC Power Center - 3 x AC Power, 2 x USB - Black0.0 out of 5 stars."
"1632378565-2177","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Cordinate Braided 3-Outlet Indoor Extension Cord, 8', Gray/White, 39980-T14.8 out of 5 stars. 111 reviews"
"1632378471-1668","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Tripp Lite Protect It! 7-Outlet Surge Suppressor, 7' Cord, SUPER74.9 out of 5 stars. 80 reviews"
"1632378565-2146","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","StarTech.com Power Extension Cable - 125V AC - 15A - 6ft - Black - Extend your p...5.0 out of 5 stars. 1 review"
"1632378565-2378","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Coleman Cable 16/3 25' SJTW Black Cord Reel - 4 x AC Power3.0 out of 5 stars. 2 reviews"
"1632378471-1518","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Power & Surge Strips","https://www.officedepot.com/a/browse/power-and-surge-strips/N=5+1462104/","Compucessory 6-Outlet Strip Office Surge Protector - 6 x AC Power - 1080 J - 125...0.0 out of 5 stars."
"1632378565-2170","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","QVS 4-Pack 3-Outlets Space-Saver Grounded Power Outlet Splitter - 1 x 3P Plug - ...0.0 out of 5 stars."
"1632378565-2267","https://www.officedepot.com/a/browse/power-and-surge-protectors/N=5+1462102/","Extension Cords","https://www.officedepot.com/a/browse/extension-cords/N=5+1462103/","Lorell Desktop AC Power Center - 3 x AC Power, 2 x USB - Desk Mountable - Black0.0 out of 5 stars."
