web-scraper-order,web-scraper-start-url,category,category-href,name
1632378663-2812,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,HP 90W Smart AC Adapter - For Notebook0.0 out of 5 stars.
1632378663-2620,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,Belkin USB-C to HDMI + Charge Adapter - 1 Pack - 1 x Type C Male USB - 1 x HDMI ...0.0 out of 5 stars.
1632378731-3756,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Lithium Batteries,https://www.officedepot.com/a/browse/lithium-batteries/N=5+509496/,Plantronics Battery Pack - For Amplifier - Battery Rechargeable0.0 out of 5 stars.
1632378663-3555,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"Omnicharge Omni 20+ Pro Bundle, Power Bank - 20000 mAh0.0 out of 5 stars."
1632378663-3343,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"mophie Boost Powerbank, XL, 10,400 mAh, White, 40603.8 out of 5 stars. 5 reviews"
1632378663-3316,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,StarTech.com 1m (3ft) White Apple 8-pin Lightning Connector to USB Cable for iPh...5.0 out of 5 stars. 1 review
1632378663-2443,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"Belkin® 10K 18W USB-C PD + 12W USB-A Power Bank, Black"
1632378663-2490,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"Vivitar OD1003 USB-A To Lightning Cable, 3', Black"
1632378663-2644,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,4XEM 6FT 2M charging data and sync Cable For Apple iPhone 5 5s 6 6s 6plus 7 7plu...3.7 out of 5 stars. 12 reviews
1632378663-2772,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"Duracell® Mini Car Charger For USB, Blue, LE21484.4 out of 5 stars. 47 reviews"
1632378663-3398,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,Belkin BOOST↑UP Car Charger - 12 V DC Input - 5 V DC/2.40 A Output0.0 out of 5 stars.
1632378663-2749,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"Naxa Front And Back Seat Car Charger - 20 Pack - 12 V DC, 24 V DC Input - 5 V DC..."
1632378663-2735,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,"GE Pro USB Tabletop Charger, Black4.9 out of 5 stars. 19 reviews"
1632378663-2542,https://www.officedepot.com/a/browse/batteries-and-power-protection/N=5+509475/,Chargers & Adapters,https://www.officedepot.com/a/browse/chargers-and-adapters/N=5+509492/,DataComm 50-6623-WH-KIT Flat Panel TV Cable Organizer Kit with Duplex Power Solu...
