web-scraper-order,web-scraper-start-url,cat,cat-href,subcat,subcat-href,name
1632387336-6610,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Cell Phone Accessories,https://www.officedepot.com/a/browse/cell-phone-accessories/N=5+509794/,Cell Phone Cases   (661),https://www.officedepot.com/a/browse/cell-phone-cases/N=5+509797/,"OTM Essentials Mobile Phone Wallet Sleeve, 3.5""H x 2.3""W x 0.1""D, Black, OP-TI-Z...0.0 out of 5 stars."
1632387336-6702,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Cell Phone Accessories,https://www.officedepot.com/a/browse/cell-phone-accessories/N=5+509794/,Cell Phone Cases   (661),https://www.officedepot.com/a/browse/cell-phone-cases/N=5+509797/,"OTM Essentials Tough Edge Case For iPhone® 11 Pro Max, Skull, OP-AEP-Z129A0.0 out of 5 stars."
1632387188-5079,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Cell Phone Accessories,https://www.officedepot.com/a/browse/cell-phone-accessories/N=5+509794/,Chargers and Adapters   (483),https://www.officedepot.com/a/browse/cell-phone-chargers-and-adapters/N=5+509798/,Heavy Duty Lightning to USB Sync / Charging Cable Apple iPhone iPad 6ft 6' - Lig...5.0 out of 5 stars. 7 reviews
1632387336-6256,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Cell Phone Accessories,https://www.officedepot.com/a/browse/cell-phone-accessories/N=5+509794/,Cell Phone Cases   (661),https://www.officedepot.com/a/browse/cell-phone-cases/N=5+509797/,"Speck® Presidio™ CLEAR Case, For Apple® iPhone® 6s Plus/7 Plus/8 Plus, Clear4.2 out of 5 stars. 91 reviews"
1632387336-6823,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Cell Phone Accessories,https://www.officedepot.com/a/browse/cell-phone-accessories/N=5+509794/,Cell Phone Cases   (661),https://www.officedepot.com/a/browse/cell-phone-cases/N=5+509797/,"Digital Energy Cable Critters, Assorted"
1632387509-7185,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Phone Accessories,https://www.officedepot.com/a/browse/phone-accessories/N=5+509820/,Phone Stands & Shoulder Rests,https://www.officedepot.com/a/browse/phone-stands-and-shoulder-rests/N=5+509827/,"Clckr Universal Stand and Grip (Silver/Black Reflective) - Landscape, Portrait -..."
1632388142-8115,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,VoIP,https://www.officedepot.com/a/browse/voip/N=5+509807/,VoIP Conferencing,https://www.officedepot.com/a/browse/voip-conferencing/N=5+1462113/,"Grandstream Small Business HD VoIP 2-Line Phone, GS-GXP1625"
1632391557-9505,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Single-Line Phones,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,RCA 2162-3BKGA DECT 6.0 Cordless Phone - Black - 1 x Phone Line - 3 x Handset - ...
1632390296-9291,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Conferencing,https://www.officedepot.com/a/browse/conferencing/N=5+509805/,Teleconferencing,https://www.officedepot.com/a/browse/teleconferencing/N=5+509806/,"Poly Sync 20+ for Microsoft Teams Portable Speakerphone, USB-C, Bluetooth for Sm..."
1632387188-5096,https://www.officedepot.com/a/browse/phones-and-accessories/N=5+509793/,Cell Phone Accessories,https://www.officedepot.com/a/browse/cell-phone-accessories/N=5+509794/,Chargers and Adapters   (483),https://www.officedepot.com/a/browse/cell-phone-chargers-and-adapters/N=5+509798/,"Belkin® 20K Power Bank, Black4.8 out of 5 stars. 35 reviews"
