web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632722668-1329,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"VTech® CM18445 4-Line Small Business Office Phone System Bundle with 2 Desksets,..."
1632722668-1339,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"XBLUE Networks X16 Corded Telephone, Charcoal"
1632722692-1360,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,"Panasonic Desktop Accessory, KX-TGWA40B"
1632722680-1351,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Cordless Phones,https://www.officedepot.com/a/browse/multi-line-cordless-phones/N=5+509812/,"Panasonic Link2Cell DECT 6.0 Cordless Phone, KX-TG9582B5.0 out of 5 stars. 1 review"
1632722692-1357,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,"Motorola® 4-Line Desk Phone Base Station Set, ML1002D"
1632722668-1324,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"VTech® DECT 6.0 Expansion Deskset For VTech Small Business Main Console, CM18245"
1632722692-1354,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,Motorola ML1250 Corded/Cordless Phone Base With Digital Answering System
1632722668-1340,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"XBLUE QB1 VoIP Phone System Bundle, 7 Phones, QB1007"
1632722692-1368,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,"Aastra 9417CW Corded Multiple-Line Phone, Black, Refurbished"
1632722668-1342,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"XBLUE Networks X16 Corded Telephone System With Self-Install Pack, Charcoal"
1632722692-1362,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,"Panasonic 4-Line Expandable Base Phone System, KX-TGW420B"
1632722680-1347,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Cordless Phones,https://www.officedepot.com/a/browse/multi-line-cordless-phones/N=5+509812/,AT&T SB67148 SynJ 4-Line Cordless Deskset0.0 out of 5 stars.
1632722668-1346,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"XBLUE Networks X16 Corded Telephone Bundle, Charcoal, Set of 4"
1632722692-1367,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,RCA 25201RE1 2-Line Corded Speakerphone
1632722680-1350,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Cordless Phones,https://www.officedepot.com/a/browse/multi-line-cordless-phones/N=5+509812/,Panasonic® Link2Cell 2-Line DECT 6.0 Cordless Phone With Digital Answering Syste...4.0 out of 5 stars. 1 review
1632722668-1321,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"VTech® DS6251-3 DECT 6.0 Expandable 2-Line Cordless Phone With Answering System,..."
1632722692-1353,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Corded Phones,https://www.officedepot.com/a/browse/multi-line-corded-phones/N=5+509811/,"AT&T 1070 4-Line Corded Expandable Speakerphone With Caller ID/Call Waiting,..."
1632722668-1333,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,"XBLUE® X16 Phone System Bundle With (6) X16 Telephones, Charcoal"
1632722668-1326,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,VTech® DS6151 2-Line 4 Handset DECT 6.0 Expandable Cordless Phone Bundle with Di...
1632722668-1331,https://www.officedepot.com/a/browse/multi-line-phones/N=5+509810/,Multi-Line Handset Systems,https://www.officedepot.com/a/browse/multi-line-handset-systems/N=5+509813/,VTech® DS6151 DECT 6.0 Expandable 2-Line Phone System Plus 6 DS6101 Cordless Han...
