product,url,category
Marine Raider Boat Seat Swivel,https://www.academy.com/shop/pdp/marine-raider-boat-seat-swivel?sku=6,boating
Magellan Outdoors Waterproof Floating Phone Case,https://www.academy.com/shop/pdp/magellan-outdoors-waterproof-floating-phone-case?sku=aqua-or-turquoise-01,boating
Onyx Outdoor Adults' Universal Type II Life Jacket,https://www.academy.com/shop/pdp/onyx-outdoor-adults-universal-type-ii-life-jacket?sku=real-tree-max-5,boating
Onyx Outdoor A/M 24 Automatic/Manual Inflatable Life Jacket,https://www.academy.com/shop/pdp/onyx-outdoor-a-m-24-automatic-manual-inflatable-life-jacket-114058972?sku=black-yellow-charcoal,boating
Attwood® Series 27 Battery Box,https://www.academy.com/shop/pdp/attwood%C2%AE-series-27-battery-box,boating
KENT Adults' Type II Personal Flotation Device,https://www.academy.com/shop/pdp/kent-adults-large-type-ii-personal-flotation-device?sku=orange-large,boating
Pelican 10 ft CHALLENGER 100 Angler Fishing Kayak,https://www.academy.com/shop/pdp/pelican-10-ft-challenger-100-angler-fishing-kayak?sku=10-red-fireman-white,boating
CURT 5/8 in Hitch Pin with Groove,https://www.academy.com/shop/pdp/curt-5-8-in-hitch-pin-with-groove,boating
Rightline Gear Range 2 Car Top Carrier,https://www.academy.com/shop/pdp/rightline-gear-range-2-car-top-carrier,boating
Marine Raider Low Back Camo Boat Seat,https://www.academy.com/shop/pdp/marine-raider-low-back-camo-boat-seat?sku=real-tree-max-5,boating
Pelican Argo 100 10 ft Kayak,https://www.academy.com/shop/pdp/pelican-argo-100-10-ft-kayak?sku=10-red,boating
Lowrance Hook-2 9 in TripleShot US Inland Fishfinder,https://www.academy.com/shop/pdp/lowrance-hook-2-9-in-tripleshot-us-inland-fishfinder?sku=gray,boating
Lowrance Hook-2 12 in TripleShot US Inland Fishfinder,https://www.academy.com/shop/pdp/lowrance-hook-2-12-in-tripleshot-us-inland-fishfinder?sku=gray,boating
Magellan Outdoors Kayak Cart,https://www.academy.com/shop/pdp/magellan-outdoors-kayak-cart?sku=silver,boating
Attwood® Series 24 Battery Box,https://www.academy.com/shop/pdp/attwood%C2%AE-series-24-battery-box,boating
Pelican Challenger 130T 13 ft Fishing Kayak,https://www.academy.com/shop/pdp/pelican-challenger-130t-13-ft-fishing-kayak?sku=13-tangerine-magnetic-gray,boating
