web-scraper-order,web-scraper-start-url,cat,cat-href,subcat,subcat-href,name
1632404802-2598,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,"Naxa NHS-2007 - Sound bar - wireless - Bluetooth, NFC - 20 Watt0.0 out of 5 stars."
1632404802-2722,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,RTS UHF Two-Channel Wireless Beltpack - Wireless - Beltpack0.0 out of 5 stars.
1632405469-3650,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,"JLab Audio Fit 2.0 Bluetooth® Earbud Headphones, EBFIT2BTBLK123"
1632405469-3795,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,"Plantronics Voyager 5200 Office, 2-Way Base, Microsoft Teams,USB-A - Mono - Wire...3.7 out of 5 stars. 754 reviews"
1632404246-461,https://www.officedepot.com/a/browse/audio/N=5+552805/,Docks & Radios,https://www.officedepot.com/a/browse/docks-and-radios/N=5+633852/,Docking Stations,https://www.officedepot.com/a/browse/docking-stations/N=5+633855/,"Ativa® USB Type-C To USB Type-A Braided Charging Cable, 3', Black, 458384.8 out of 5 stars. 62 reviews"
1632404657-1386,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,StarTech.com 35 ft Coax High Resolution Monitor VGA Cable with Audio HD15 M/M0.0 out of 5 stars.
1632404342-688,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Radio & Stereo Antennas,https://www.officedepot.com/a/browse/radio-and-stereo-antennas/N=5+1271640/,Cisco Aironet Yagi Antenna - Upto 18.3 Mile - 2.4 GHz to 2.83 GHz - 14 dB
1632405469-3679,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,"Bytech Wired Earbud Headphones, White"
1632404657-1535,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,Belkin HDMI Audio/Video Cable - 6 ft HDMI A/V Cable for Audio/Video Device - HDM...0.0 out of 5 stars.
1632405469-3754,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,"Koss KE5 In-Ear Headphones, Black0.0 out of 5 stars."
1632404802-2732,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,RTS Single-Channel UHF Synthesized Wireless Intercom Base Station - Cable - Rack...0.0 out of 5 stars.
1632404657-1525,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,Tripp Lite HDMI Coupler Keystone Panel Mount F/F Black - 1 x HDMI Female Digital...0.0 out of 5 stars.
1632404418-924,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,iPad Accessories,https://www.officedepot.com/a/browse/ipad-accessories/N=5+696198/,"Speck Balance FOLIO Carrying Case (Folio) for 10.5"" Apple iPad Air (3rd Generati...4.5 out of 5 stars. 345 reviews"
1632404432-967,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,FM Transmitters & Receivers,https://www.officedepot.com/a/browse/fm-transmitters-and-receivers/N=5+696197/,Sangean FM / AM Analog Wooden Cabinet Receiver - Headphone0.0 out of 5 stars.
1632404802-2224,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,Logitech® Z313 3-Piece Speaker System4.4 out of 5 stars. 272 reviews
1632404213-366,https://www.officedepot.com/a/browse/audio/N=5+552805/,Docks & Radios,https://www.officedepot.com/a/browse/docks-and-radios/N=5+633852/,MP3 Players,https://www.officedepot.com/a/browse/mp3-players/N=5+633856/,"iLive IKBC384S CD-RW/CD-DA Bluetooth Under-Cabinet Music System, 1 Disc, Silver4.4 out of 5 stars. 606 reviews"
1632404657-1721,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,C2G 10t 4K HDMI Cable with Ethernet - High Speed - UltraHD Cable - M/M - HDMI fo...4.8 out of 5 stars. 5 reviews
1632404342-668,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Radio & Stereo Antennas,https://www.officedepot.com/a/browse/radio-and-stereo-antennas/N=5+1271640/,Supersonic 360º HDTV Digital Amplified TV Motorized Rotating Antenna - Upto 120 ...1.0 out of 5 stars. 1 review
1632404657-1307,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,4XEM 3ft Mini HDMI To HDMI M/M Adapter Cable - 3ft HDMI A/V Cable for Audio/Vide...0.0 out of 5 stars.
1632404446-1010,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,AV Receivers & Amplifiers,https://www.officedepot.com/a/browse/av-receivers-and-amplifiers/N=5+553214/,StarTech.com HDMI Signal Booster - HDMI Video Signal Amplifier - 115 ft - 1080p3.0 out of 5 stars. 2 reviews
1632404657-1266,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,Comprehensive USB Micro B to HDMI MHL Adapter - HDMI/MHL/Micro-USB A/V Cable for...2.0 out of 5 stars. 2 reviews
1632404956-3268,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Over-The-Ear Headphones,https://www.officedepot.com/a/browse/over-the-ear-headphones/N=5+552823/,"WhisperPhone® Deluxe Mono Over-The-Ear Headphones, CAF2924AVPV"
1632404657-1712,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,Belkin HDMI Cable - 12 ft HDMI A/V Cable for Audio/Video Device - HDMI Digital A...0.0 out of 5 stars.
1632404802-2709,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,"Polk Audio CSiA4 Center-Channel Speaker, Black, CSIA44.9 out of 5 stars. 9 reviews"
1632404657-1347,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,StarTech.com 3m High Speed HDMI Cable - Ultra HD 4k x 2k HDMI Cable - HDMI to HD...5.0 out of 5 stars. 1 review
1632404802-2305,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,"JBL Clip 3 Portable Bluetooth® Speaker, Camo Squad, JBLCLIP3SQUAD3.8 out of 5 stars. 16 reviews"
1632404956-3273,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Over-The-Ear Headphones,https://www.officedepot.com/a/browse/over-the-ear-headphones/N=5+552823/,"MEE audio Matrix Active Noise-Cancelling Wireless Bluetooth® Headphones, Black, ..."
1632404802-2556,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,BIC America RTRV44-2 Indoor/Outdoor Speaker - 3-way - 2 Pack - Black0.0 out of 5 stars.
1632404657-2124,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,C2G 3ft Velocity 3.5mm M/F Stereo Audio Extension Cable - Mini-phone Male - Mini...
1632405469-3594,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,"JLAB JBuds Air True Bluetooth® Earbuds, Black"
1632404802-2713,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,"C2G Cables To Go 30W Wall Mount Speaker, Black0.0 out of 5 stars."
1632404895-3035,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Wireless Headphones,https://www.officedepot.com/a/browse/wireless-headphones/N=5+696203/,Beats Powerbeats Pro - True wireless earphones with mic - in-ear - over-the-ear ...
1632404376-714,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Microphones,https://www.officedepot.com/a/browse/microphones/N=5+633846/,PylePro PDMIK1 Wired Dynamic Microphone - 6.50 ft - 50 Hz to 15 kHz -54 dB - Han...4.8 out of 5 stars. 4 reviews
1632404657-1086,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,"Ativa® Braided USB Type-C Charge And Sync Cable, 9', Black, 458364.7 out of 5 stars. 38 reviews"
1632404895-3070,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Wireless Headphones,https://www.officedepot.com/a/browse/wireless-headphones/N=5+696203/,"JBL Live 660NC Wireless Over-Ear NC Headphones, Blue"
1632404802-2738,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Home Speakers,https://www.officedepot.com/a/browse/home-speakers/N=5+634040/,RTS Two-Channel UHF Synthesized Wireless Intercom Base Station - Wired/Wireless ...0.0 out of 5 stars.
1632404259-605,https://www.officedepot.com/a/browse/audio/N=5+552805/,Docks & Radios,https://www.officedepot.com/a/browse/docks-and-radios/N=5+633852/,Clock Radios & Alarm Clocks,https://www.officedepot.com/a/browse/clock-radios-and-alarm-clocks/N=5+634041/,"Memorex® Wireless Digital Clock Radio, 2-11/16""H x 2-1/16""W x 6-7/8""D, Black0.0 out of 5 stars."
1632405469-3725,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,"Volkano Silenzio Bluetooth® Active Noise Canceling Earphones, Black, VK-1113-BK"
1632404657-1421,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,StarTech.com VHDCI Breakout Cable - VHDCI to 4x HDMI M/F - 1ft HDMI/VHDCI A/V Ca...0.0 out of 5 stars.
1632404657-1940,https://www.officedepot.com/a/browse/audio/N=5+552805/,Audio Accessories,https://www.officedepot.com/a/browse/audio-accessories/N=5+552815/,Audio Cables & Adapters,https://www.officedepot.com/a/browse/audio-cables-and-adapters/N=5+552816/,StarTech.com 10m 30ft CL2 HDMI Cable - Active High Speed HDMI Cable - 4K 60Hz - ...
1632405469-3645,https://www.officedepot.com/a/browse/audio/N=5+552805/,Headphones,https://www.officedepot.com/a/browse/headphones/N=5+552818/,Earbuds & In-Ear Headphones,https://www.officedepot.com/a/browse/earbuds-and-in-ear-headphones/N=5+552820/,Maxell In-Ear Earbuds with Microphone and Remote - Stereo - Mini-phone (3.5mm) -...
1632404712-2214,https://www.officedepot.com/a/browse/audio/N=5+552805/,Home Audio,https://www.officedepot.com/a/browse/home-audio/N=5+633847/,Stereos & Boomboxes,https://www.officedepot.com/a/browse/stereos-and-boomboxes/N=5+633851/,GPX HM3817DT Micro Hi-Fi System4.1 out of 5 stars. 123 reviews
