web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632173203-1098,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,Atdec universal tablet holder - for 7in to 12in devices - VESA 100x100 - Protect...
1632173203-1325,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,Griffin USB-C to Lightning Cable - 4FT - Black - Griffin USB-C to Lightning Cabl...0.0 out of 5 stars.
1632173203-377,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Duracell® Rechargeable 10050 mAh Powerbank - 3 day portable charger, Pack of 1"
1632173203-1225,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"ChargeHub X7 Signature 7-Port USB Desktop Charging Station, Black, CRG-X7-SIG-00...0.0 out of 5 stars."
1632173203-1040,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,USA Gear - Protective sleeve for tablet - neoprene - for Apple iPad (3rd generat...0.0 out of 5 stars.
1632173203-1232,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Jelly USB Charger, Yellow0.0 out of 5 stars."
1632173203-483,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Vivitar OD6032 USB-C Wall Charger, White"
1632173203-1145,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Belkin® MIXIT 10-Watt Car Charger, Green"
1632173269-2439,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablets,https://www.officedepot.com/a/browse/tablets/N=5+1462097/,"Linsay F10IPS Tablet, 10.1"" Screen, 2GB Memory, 32GB Storage, Android 10, Pink0.0 out of 5 stars."
1632173203-849,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"DENAQ 19V 4.74A 7.4mm-5.0mm AC Adapter for HP/Compaq HP Business Notebook, Table...3.5 out of 5 stars. 4 reviews"
1632173269-2543,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablets,https://www.officedepot.com/a/browse/tablets/N=5+1462097/,"Samsung Galaxy Tab S7+ SM-T970 Tablet - 12.4"" WQXGA+ - 3.09 GHz 2.40 GHz 1.80 GH...4.8 out of 5 stars. 671 reviews"
1632173203-1110,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,StarTech.com 1 m Lightning Cable - 3.30ft Lightning/USB Data Transfer Cable for ...
1632173203-1252,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,Belkin MIXIT↑ Lightning to USB Clip - Lightning/USB Data Transfer Cable for iPho...0.0 out of 5 stars.
1632173203-1289,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Belkin® Lightning-To-USB-C Braided Cable, 3.3', Black, CAA004BT1MBK"
1632173203-756,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Targus Versavu THZ74413GL Carrying Case (Flip) for 11"" Apple iPad Pro (2017) - B...0.0 out of 5 stars."
1632173203-1265,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,Patriot Memory FUEL iON Kit: Samsung Galaxy S4 Case with Charging Stand (PCGCS4D...
1632173269-2532,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablets,https://www.officedepot.com/a/browse/tablets/N=5+1462097/,"Linsay F10IPS Tablet, 10.1"" Screen, 2GB Memory, 32GB Storage, Android 10, Kids B...0.0 out of 5 stars."
1632173203-760,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Targus® Tempered Glass Screen Protector For 10"" Microsoft® Surface Go, Clear"
1632173203-724,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,Griffin PowerBlock USB-C PD 18W Wall Charger with USB-C to Lightning Cable - Bla...0.0 out of 5 stars.
1632173203-668,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Belkin® PVC USB-A-To-USB-C Cable, 6.6', White, CAB001BT2MWH4.6 out of 5 stars. 27 reviews"
1632173203-617,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Belkin® 10W Wireless Charging Stand, White4.7 out of 5 stars. 40 reviews"
1632173203-1069,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Mount-It MI-3784 Stand With Cable Lock For 7.9 - 10.5"" Tablets, Black0.0 out of 5 stars."
1632173203-1272,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,C2G Snap-In USB B/B Female Keystone Insert Module - White - 1 x Type B Female - ...
1632173203-991,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Targus VersaVu® Slim 360° Rotating Case For iPad Mini, Blue0.0 out of 5 stars."
1632173203-570,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Kyasi New York 3-In-1 Stylus, Lavender, KYNYL13LAV"
1632173203-475,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Ativa® USB-C Wall Charger, White, 45866"
1632173203-1326,https://www.officedepot.com/a/browse/tablets-and-accessories/N=5+1462094/,Tablet Accessories,https://www.officedepot.com/a/browse/tablet-accessories/N=5+1462096/,"Kyasi New York 3-In-1 Stylus, White, KYNYL13WHT0.0 out of 5 stars."
