web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632738408-1727,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"TOPS® Second Nature® 100% Recycled Reporter's Notebook, 4"" x 8"", 1 Subject, Pitm..."
1632738408-1530,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"Office Depot® Brand Spiral Stellar Poly Notebook, 9"" x 11"", 5 Subject, College R..."
1632738408-1619,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"Office Depot® Brand Wirebound Notebook, 3 Hole-Punched, 8 1/2"" x 11"", 1 Subject,..."
1632737955-1022,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Memo & Scratch Pads   (72),https://www.officedepot.com/a/browse/memo-and-scratch-pads/N=5+549827/,"Office Depot® Brand Scratch Pads, 4"" x 6"", Unruled, GLued Tops, 100 Sheets, Pack...4.9 out of 5 stars. 125 reviews"
1632738220-1390,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Composition Books   (276),https://www.officedepot.com/a/browse/composition-books/N=5+530742/,"Denik Layflat Notebook, 5 1/2"" x 8 1/2"", College Ruled, 150 Pages (75 Sheets), B..."
1632738408-1755,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"TOPS® Royale Casebound Notebook, 8 1/4"" x 11 3/4"", Legal Ruled, 96 Sheets, Gray"
1632737988-1096,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Journals & Diaries   (60),https://www.officedepot.com/a/browse/journals-and-diaries/N=5+606538/,"Eccolo™ Cool Jazz Journal, 8"" x 10"", Lined, 192 Pages, Black4.7 out of 5 stars. 42 reviews"
1632738220-1359,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Composition Books   (276),https://www.officedepot.com/a/browse/composition-books/N=5+530742/,"Learning Resources® Science Journals, 5 1/2"" x 8 1/2"", 1/4"" Ruling, 32 Pages, Bu..."
1632738639-2217,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,TUL Discbound Note Taking Systems   (152),https://www.officedepot.com/a/browse/discbound-note-taking-systems/N=5+1012166/,"TUL® Discbound Notebook Expansion Discs, 1"", Black, Pack Of 124.8 out of 5 stars. 131 reviews"
1632738220-1329,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Composition Books   (276),https://www.officedepot.com/a/browse/composition-books/N=5+530742/,"Moleskine Classic Soft Cover Notebook, 3-1/2"" x 5-1/2"", Ruled, 192 Pages (96 She..."
1632738220-1414,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Composition Books   (276),https://www.officedepot.com/a/browse/composition-books/N=5+530742/,"Sargent Art Composition Books, 7-1/2"" x 9-3/4"", Wide Ruled, 200 Pages (100 Sheet..."
1632738639-2128,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,TUL Discbound Note Taking Systems   (152),https://www.officedepot.com/a/browse/discbound-note-taking-systems/N=5+1012166/,"TUL® Wireless/Wired Charging Discbound Notebook, Leather Cover, Letter Size, Bla..."
1632738639-2295,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,TUL Discbound Note Taking Systems   (152),https://www.officedepot.com/a/browse/discbound-note-taking-systems/N=5+1012166/,"TUL® Discbound Tab Dividers, Letter Size, Gray, Pack of 5"
1632738408-1798,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,Flipside Landscape Letter-size Blank Book - 14 Sheets - 28 Pages - Plain - 80 lb...
1632738408-1794,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"Rite in the Rain All-Weather Spiral Legal Pads, 8-1/2"" x 11"", Universal Ruled, G..."
1632738408-1560,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"Black n' Red Hardcover Twinwire Business Notebook - Twin Wirebound - 12"" x 8.5""1..."
1632738550-1929,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Writing Pads   (262),https://www.officedepot.com/a/browse/writing-pads/N=5+549829/,"TOPS™ Double Docket™ Writing Pads, 3-Hole Punched, 8 1/2"" x 11"", Legal Ruled, 10..."
1632738639-2252,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,TUL Discbound Note Taking Systems   (152),https://www.officedepot.com/a/browse/discbound-note-taking-systems/N=5+1012166/,"TUL® Discbound Daily Schedule Pad, 3-1/2"" x 8-1/2"""
1632738018-1167,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Steno Books   (50),https://www.officedepot.com/a/browse/steno-books/N=5+530746/,"TOPS™ Docket Gold™ Premium Writing Pads, 8 1/2"" x 11 3/4"", Wide Ruled, 40 Sheets..."
1632738408-1478,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Spiral & Wireless Notebooks   (381),https://www.officedepot.com/a/browse/spiral-and-wireless-notebooks/N=5+530745/,"Just Basics® Spiral Notebook, 8"" x 10-1/2"", Wide Ruled, 140 Pages (70 Sheets), B..."
1632738550-2101,https://www.officedepot.com/a/browse/notebooks-and-pads/N=5+530741/,Writing Pads   (262),https://www.officedepot.com/a/browse/writing-pads/N=5+549829/,"Inkology Memo Pads, Sunny Bunnies, 120 Pages, Pack Of 8 Memo Pads"
