web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632723101-1437,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,AT&T EL51103 DECT 6.0 Cordless Phone System with Caller ID/Call Waiting4.5 out of 5 stars. 11 reviews
1632723101-1424,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,VTech® LS6425 DECT 6.0 Cordless Phone With Digital Answering System4.6 out of 5 stars. 8 reviews
1632723112-1470,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Corded Phones,https://www.officedepot.com/a/browse/single-line-corded-phones/N=5+509830/,Polycom® VoiceStation 300™ Conference Phone
1632723078-1391,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,Motorola® CD5012 2-Handset Cordless Expandable Telephone Set With Digital Answer...5.0 out of 5 stars. 3 reviews
1632723078-1393,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,"Motorola® CD4013 3-Handset Cordless Telephone Set With Digital Answering System,...5.0 out of 5 stars. 2 reviews"
1632723078-1396,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,VTech® CS6949-2 DECT 6.0 Expandable Cordless Phone With Digital Answering System
1632723112-1467,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Corded Phones,https://www.officedepot.com/a/browse/single-line-corded-phones/N=5+509830/,"VTech CS6949 DECT 6.0 Standard Phone - Black, Silver - Cordless - Corded - 1 x P..."
1632723112-1477,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Corded Phones,https://www.officedepot.com/a/browse/single-line-corded-phones/N=5+509830/,Plantronics Practica T110 Standard Phone - 1 x Phone Line
1632723078-1395,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,"Motorola® 4-Line Unison Base Set, Black, ML1002H"
1632723101-1456,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,"Panasonic® DECT 6.0 Cordless Telephone, 2 Handsets, KX-TGD512B"
1632723078-1379,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,Motorola ML1250 Corded/Cordless Phone Base With Digital Answering System2.5 out of 5 stars. 4 reviews
1632723078-1370,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,"VTech® DS6251-3 DECT 6.0 Expandable 2-Line Cordless Phone With Answering System,...3.8 out of 5 stars. 58 reviews"
1632723078-1372,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,AT&T CL82415 4 Handset DECT 6.0 Cordless Phone with Digital Answering System4.5 out of 5 stars. 187 reviews
1632723101-1460,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,"Panasonic® DECT 6.0 Cordless Phone System, White, KX-TGD433W"
1632723101-1447,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,Panasonic® L2C DECT 6.0 Plus Tough Cordless Phone System With Digital Answering ...
1632723112-1484,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Corded Phones,https://www.officedepot.com/a/browse/single-line-corded-phones/N=5+509830/,Plantronics T110H base has a Quick Disconnect (QD) connector for use with any Pl...
1632723101-1431,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Cordless Phones,https://www.officedepot.com/a/browse/single-line-cordless-phones/N=5+509831/,"VTech® CS6709 DECT 6.0 Cordless Expansion Handset, Black/Silver3.9 out of 5 stars. 11 reviews"
1632723078-1409,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Handset Systems,https://www.officedepot.com/a/browse/single-line-handset-systems/N=5+509832/,Ativa™ DECT 6.0 3-Handset Cordless Phone System With Answering Machine And Speak...
1632723112-1478,https://www.officedepot.com/a/browse/single-line-phones/N=5+509829/,Single-Line Corded Phones,https://www.officedepot.com/a/browse/single-line-corded-phones/N=5+509830/,Clarity C200 Amplified Trimline Basic Telephone
