web-scraper-order,web-scraper-start-url,cat,cat-href,nnn
1632677465-9416,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Rolling Laptop Bags   (73),https://www.officedepot.com/a/browse/rolling-laptop-bags/N=5+633842/,"McKlein Willow Brook Leather Detachable-Wheeled Briefcase, Red4.5 out of 5 stars. 2 reviews"
1632677433-9164,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Solo® Oswald Computer Sleeve For 15.6"" Laptops, Blue, SLV1615-5"
1632677580-9652,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Asus MATTE Carrying Case (Backpack) for 16"" Notebook - Brown - Damage Resistant ...0.0 out of 5 stars."
1632677580-9596,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"McKlein Hubbard Nylon Briefcase, Black"
1632677433-9196,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Targus® Slipcase Sleeve For Most Laptops And Chromebooks Up To 14"", 10.75""H x 15..."
1632677433-9297,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Codi Aegis 11.6"" Sleeve w/ Handle & Pocket"
1632677580-9654,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"SUMO Carrying Case (Backpack) for 14.1"" to 15"" Notebook - Red - Ballistic Nylon,...0.0 out of 5 stars."
1632677580-9593,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"McKlein Winnetka Italian Leather Briefcase, Green"
1632677580-9627,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Swiss Mobility Carrying Case (Roller) for 15.6"" Notebook - Black - Bump Resistan...0.0 out of 5 stars."
1632677580-9598,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Moshi Costa Satchel Bag - Slate Black for Laptops up to 15"" , Trolley Strap, Cru..."
1632677433-9324,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Kensington SP12 12"" Neoprene Sleeve - Notebook carrying case - 12"" - black"
1632677580-9471,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"JanSport Big Student Backpack with 15"" Laptop Pocket, Black4.8 out of 5 stars. 162 reviews"
1632677580-9669,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Tucano Milano Italy Work Out 3 Super Slim bag for MacBook Pro 13"" and Notebook 1..."
1632677580-9734,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Case Logic® Jaunt Backpack For 16"" Laptops, Black4.4 out of 5 stars. 10 reviews"
1632677580-9466,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo New York Thompson 15.6"" Laptop Briefcase, Brown/Olive"
1632677580-9795,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"ECO STYLE Tech Pro Carrying Case for 16.1"" Notebook - Blue - Ethylene Vinyl Acet...0.0 out of 5 stars."
1632677580-9655,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"McKlein Roosevelt Detachable-Wheeled Nylon Laptop Case, Black4.0 out of 5 stars. 1 review"
1632677433-9303,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Wilma Eco Fashion Jute Laptop Sleeve for 15""-17"" Laptops, Black, AEN100043"
1632677580-9727,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Mobile Edge Premium MEBPP7 Carrying Case (Backpack) for 17"" to 17.3"" Apple Noteb...0.0 out of 5 stars."
1632677580-9688,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Tucano Ideale Carrying Case for 15"" to 15.6"" Apple MacBook, Notebook - Black - F..."
1632677465-9374,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Rolling Laptop Bags   (73),https://www.officedepot.com/a/browse/rolling-laptop-bags/N=5+633842/,"Targus 16” Rolling Laptop Case, Black"
1632677580-9603,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Mobile Edge ScanFast™ Checkpoint-Friendly Notebook Computer Backpack, Black"
1632677580-9488,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo® Walker Leather Rolling Case for 15.6” Laptops, Tan4.8 out of 5 stars. 17 reviews"
1632677580-9511,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Wenger® Insight Single Gusset Laptop Case, Gray"
1632677580-9500,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo Urban Rolling Overnighter Case For 15.6"" Laptops, Black/Orange"
1632677433-9206,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Tucano Colore Second Skin BFC1314 Carrying Case (Sleeve) for 14.1"" Notebook - Bl..."
1632677580-9769,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,Moshi iGlaze - Notebook shield case - stealth clear - with ClearGuard for MacBoo...
1632677465-9380,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Rolling Laptop Bags   (73),https://www.officedepot.com/a/browse/rolling-laptop-bags/N=5+633842/,"Samsonite® Xenon 3 Mobile Office Spinner Rolling Case, 16 1/4""H x 13 1/4""W x 7 1..."
1632677433-9249,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Cocoon CNS343RD Carrying Case (Sleeve) for 10.2"" Netbook - Racing Red - Neoprene..."
1632677580-9457,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Samsonite® Tectonic PerfectFit Laptop Backpack, Black/Red"
1632677433-9252,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"iBenzer Hexpact - Notebook top and rear cover - 13"" - clear - for Apple MacBook ..."
1632677433-9228,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Case Logic Carrying Case (Sleeve) for 13.3"" Apple Notebook, MacBook - Ion - Impa..."
1632677433-9315,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Urban Factory MSA11UF Carrying Case (Sleeve) for 10"" to 12"" Netbook - White - Vi..."
1632677580-9667,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Lenovo ThinkPad Essential Backpack - Notebook carrying backpack - 15.6"" - for Th..."
1632677465-9383,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Rolling Laptop Bags   (73),https://www.officedepot.com/a/browse/rolling-laptop-bags/N=5+633842/,"Samsonite® Mobile Solution Upright Wheeled Office Case With 15.6"" Laptop Pocket,..."
1632677433-9182,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Case Logic LAPS-116-PURPLE Carrying Case (Sleeve) for 15"" to 16"" Notebook - Purp..."
1632677580-9817,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"McKlein Lincoln Park Leather Convertible Computer Backpack, Black"
1632677580-9491,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Targus CitySmart TSB895 Laptop Backpack, Gray4.9 out of 5 stars. 33 reviews"
1632677580-9606,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Pelican 1075CC HardBack Case, Black"
1632677580-9600,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo New York Launch Backpack For 17.3"" Laptops, Black/Gray"
1632677433-9326,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"SUMO Camo 10"" Netbook Sleeve - 8.75"" x 11.75"" x 0.75"" - Neoprene - Red"
1632677580-9661,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Pelican 1490CC#1 Computer Case Deluxe - Notebook carrying case - 17""4.0 out of 5 stars. 1 review"
1632677580-9703,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo 16"" Sterling Rolling Case Overnighter, Black"
1632677580-9690,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"iGlaze Premium Hardshell Cover For Apple MacBook, Clear"
1632677433-9205,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Tucano Colore Second Skin Carrying Case (Sleeve) for 12.5"" Notebook - Blue - Bum..."
1632677580-9546,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"McKleinUSA Glenview Leather Women's Case For 15"" Laptops, Black"
1632677580-9514,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Targus® Intellect Carrying Case With 15.6"" Laptop Pocket, Black"
1632677580-9550,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo New York Active Rolling Overnighter Case with 15.6"" Laptop Pocket, Black/Bl..."
1632677433-9192,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Case Logic Black 12.1"" Laptop Sleeve"
1632677433-9284,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"SUMO Graffiti 8.9"" Netbook Sleeve - 7.75"" x 10.5"" x 1"" - Neoprene - Green"
1632677580-9733,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Solo New York Greenwich Tote With 15.6"" Laptop Pocket, Tan/Burgundy4.6 out of 5 stars. 17 reviews"
1632677580-9473,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"JanSport® Cool Student Backpack With 15"" Laptop Sleeve, Black4.9 out of 5 stars. 109 reviews"
1632677433-9313,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"Mobile Edge Alienware Vindicator AWV17NS2.0 Carrying Case (Sleeve) for 17.3"" Not..."
1632677580-9706,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Case Logic BEBP-215 BLACK Carrying Case (Backpack) for 16"" Apple iPad - Black - ..."
1632677580-9569,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Mobile Edge Alienware Orion Backpack For 17.3"" Laptops, Black"
1632677580-9772,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Brenthaven Expandable Trek - Notebook carrying backpack - 15.4"" - black, titaniu..."
1632677465-9443,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Rolling Laptop Bags   (73),https://www.officedepot.com/a/browse/rolling-laptop-bags/N=5+633842/,"Overland Geoffrey Beene Tech Rolling Business Case With 18"" Laptop Pocket, Black0.0 out of 5 stars."
1632677580-9616,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Samsonite® Jordyn Laptop Computer Bag, 12""H x 21.25""W x 7.5""D, Ruby Red4.6 out of 5 stars. 37 reviews"
1632677465-9381,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Rolling Laptop Bags   (73),https://www.officedepot.com/a/browse/rolling-laptop-bags/N=5+633842/,"Solo New York Re:Start Rolling Bag With 15.6"" Laptop Pocket, 51% Recycled, Gray"
1632677433-9212,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"iBenzer Neon Party - Notebook top and rear cover - 13"" - rose quartz - for MacBo..."
1632677580-9551,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Bags   (362),https://www.officedepot.com/a/browse/laptop-bags/N=5+535214/,"Samsonite Modern Utility Laptop Backpack, Charcoal, Charcoal Heather"
1632677433-9277,https://www.officedepot.com/a/browse/laptop-bags-and-cases/N=5+535213/,Laptop Sleeves   (213),https://www.officedepot.com/a/browse/laptop-sleeves/N=5+1510091/,"SUMO 12"" PowerBook Sleeve - 11.5"" x 13.5"" x 1.5"" - Ballistic Nylon - Black"
