web-scraper-order,web-scraper-start-url,category,category-href,name
1632328928-29976,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Corsair iCUE QL140 RGB 140mm PWM White Fan - Single Pack - 1 Pack - 5.51"" Maximu..."
1632328928-29969,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Cooler Master SickleFlow 120 ARGB White Edition 3 IN 1 - 20 Pack - 4.72"" Maximum..."
1632328928-29895,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Corsair Air ML140 Cooling Fan - 1 Pack - 5.51"" Maximum Fan Diameter - 725.6 gal/..."
1632328928-29982,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Cooler Master Notepal U2 Plus V2 Updated Laptop Cooler - Upto 17"" Screen Size No..."
1632328928-29856,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Targus® AWE81US 4-Port USB Hub & Laptop Chill Mat, gray"
1632328928-29991,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Corsair Air Series AF120 LED (2018) Red 120mm Fan Triple Pack - 3 Pack - 4.72"" M...0.0 out of 5 stars."
1632328928-29948,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,Supermicro 80mm Case Fan - 80mm - 2800rpm
1632328928-29942,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"Mind Reader Laptop Coolpad Flip-Top Tray, 8""H x 21-1/4""W x 13-1/2""L, Pink"
1632328928-29920,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Computer Fans,https://www.officedepot.com/a/browse/computer-fans/N=5+1461925/,"CyberPower CRA11001 Roof fan panel Rack Accessories - Roof-mounted fan panel, 6x..."
1632328433-29385,https://www.officedepot.com/a/browse/computer-cooling/N=5+1461924/,Heatsinks,https://www.officedepot.com/a/browse/heatsinks/N=5+1461926/,Star Tech.com 95mm CPU Cooler Fan with Heatsink for Socket LGA1156/1155 with PWM...
